,code_ligne,variante,stop_1,stop_2,distance,distance_m
1092,037b,2,2103,2104,0.0,509.01203325658224
1093,037b,2,2104,1630,0.0,752.9356944653431
1094,037b,2,1630,1739,0.0,370.55365333510844
1095,037b,2,1739,1653,0.0,345.2535300326414
1096,037b,2,1653,6956B,0.0,205.7668583615933
1097,037b,2,6956B,4804B,0.0,443.81302369353693
1098,037b,2,4804B,4857B,0.0,335.9077254247065
1099,037b,2,4857B,1250,0.0,389.3712881042977
1100,037b,2,1250,1921,0.0,216.6702563805194
1101,037b,2,1921,1942,0.0,529.1814433632381
1102,037b,2,1942,2355,0.0,490.8358686974737
1103,037b,2,2355,1632,0.0,379.5835744602204
1104,037b,2,1632,1633,0.0,453.5678339564999
1105,037b,2,1633,1636,0.0,408.2081944302297
1106,037b,2,1636,5858,0.0,264.9506557833083
1107,037b,2,5858,5859,0.0,295.2185631019838
1108,037b,2,5859,2934,0.0,301.21254953935767
1109,038b,1,6443,3502,0.0,215.9837956884729
1110,038b,1,3502,3503,0.0,182.0988742414406
1111,038b,1,3503,6433,0.0,623.3177359902412
1112,038b,1,6433,1729,0.0,166.69028166033152
1113,038b,1,1729,1233,0.0,257.3613801641536
1114,038b,1,1233,1906,0.0,419.753225121612
1115,038b,1,1906,1909,0.0,312.00160255998685
1116,038b,1,1909,1910,0.0,249.57563983690395
1117,038b,1,1910,3122,0.0,337.4640721617636
1118,038b,1,3122,1903,0.0,306.56239169212085
1119,038b,1,1903,1912,0.0,267.97136041003955
1120,038b,1,1912,1913,0.0,448.2108990196455
1121,038b,1,1913,1914,0.0,250.9764132343856
1122,038b,1,1914,1915,0.0,232.89416051074645
1123,038b,1,1915,1916,0.0,367.856887933338
1124,038b,1,1916,1917,0.0,359.6845840455312
1125,038b,1,1917,1918,0.0,243.47895186237352
1126,038b,1,1918,1919,0.0,371.1711195661645
1127,038b,1,1919,1920,0.0,437.95091049111886
1128,038b,1,1920,1921,0.0,376.14491888100787
1129,038b,1,1921,1942,0.0,529.1814433632381
1130,038b,1,1942,4076,0.0,517.4263232577175
1131,038b,2,4076,1943,0.0,547.7809781290329
1132,038b,2,1943,1968,0.0,381.66215426735727
1133,038b,2,1968,1969,0.0,225.50388023269133
1134,038b,2,1969,1970,0.0,277.7516876636396
1135,038b,2,1970,1971,0.0,431.8564576337837
1136,038b,2,1971,1972,0.0,435.12986567230706
1137,038b,2,1972,1973,0.0,176.81911661356077
1138,038b,2,1973,5255,0.0,383.5374818710682
1139,038b,2,5255,1975,0.0,455.96491093065487
1140,038b,2,1975,1976,0.0,602.7470447874465
1141,038b,2,1976,1977,0.0,244.77111757720775
1142,038b,2,1977,1986,0.0,294.2578800984031
1143,038b,2,1986,6112,0.0,314.2005728829914
1144,038b,2,6112,1980,0.0,275.0163631495406
1145,038b,2,1980,1981,0.0,305.19665791092797
1146,038b,2,1981,1983,0.0,454.84502855368225
1147,038b,2,1983,4367B,0.0,239.47024867402632
1148,038b,2,4367B,1776,0.0,317.54993308139285
1149,038b,2,1776,6432,0.0,217.5030114734102
1150,038b,2,6432,1124,0.0,159.66527487215245
1151,038b,2,1124,3567,0.0,443.6800649116433
1152,038b,2,3567,3323,0.0,412.97578621512423
1153,039t,1,0089,5501,0.0,228.47691349455607
1154,039t,1,5501,5502,0.0,265.75364531836624
1155,039t,1,5502,5503,0.0,503.16001430956334
1156,039t,1,5503,5504,0.0,447.6159067772279
1157,039t,1,5504,5281G,0.0,516.4672787311946
1158,039t,1,5281G,5507,0.0,585.1253284553624
1159,039t,1,5507,5508,0.0,426.1983106489278
1160,039t,1,5508,5509,0.0,650.1545969998213
1161,039t,1,5509,5510,0.0,527.274122255208
1162,039t,1,5510,5512,0.0,686.3701625216528
1163,039t,1,5512,6474F,0.0,307.7092783781471
1164,039t,1,6474F,5529,0.0,362.72992708074145
1165,039t,1,5529,5532,0.0,141.2834031300209
1166,039t,1,5532,5515,0.0,464.02693887316497
1167,039t,1,5515,5516,0.0,441.955880150949
1168,039t,1,5516,5517,0.0,358.23037280498704
1169,039t,1,5517,5518,0.0,459.07080063972705
1170,039t,1,5518,5519,0.0,643.2122511271066
1171,039t,1,5519,5520F,0.0,371.6463372616499
1172,039t,2,5528F,5521,0.0,375.8594684187223
1173,039t,2,5521,5522,0.0,650.6027974117542
1174,039t,2,5522,5523,0.0,463.03563577763646
1175,039t,2,5523,5524,0.0,355.12392203285884
1176,039t,2,5524,5525,0.0,442.0904884749275
1177,039t,2,5525,5533,0.0,465.15051327500436
1178,039t,2,5533,5530,0.0,141.2834031300209
1179,039t,2,5530,6475F,0.0,397.25684386804465
1180,039t,2,6475F,5551,0.0,365.1410686296462
1181,039t,2,5551,5553,0.0,565.0601737868278
1182,039t,2,5553,5554,0.0,585.6423823460867
1183,039t,2,5554,5555,0.0,619.4586346157425
1184,039t,2,5555,5556,0.0,424.19924563817887
1185,039t,2,5556,5273F,0.0,659.3034202853797
1186,039t,2,5273F,5559,0.0,451.2427284732686
1187,039t,2,5559,5560,0.0,521.1880658649045
1188,039t,2,5560,5561F,0.0,378.6357088284199
1189,039t,2,5561F,5562,0.0,280.17316074170986
1190,039t,2,5562,0089,0.0,224.71337298879544
1191,041b,1,4076,1943,0.0,547.7809781290329
1192,041b,1,1943,1968,0.0,381.66215426735727
1193,041b,1,1968,1969,0.0,225.50388023269133
1194,041b,1,1969,1970,0.0,277.7516876636396
1195,041b,1,1970,2714,0.0,499.88498677195736
1196,041b,1,2714,2715,0.0,395.4554336458155
1197,041b,1,2715,6440,0.0,391.0818328687744
1198,041b,1,6440,2721,0.0,209.69024774652732
1199,041b,1,2721,5415,0.0,871.4370946889946
1200,041b,1,5415,5416,0.0,259.500308284977
1201,041b,1,5416,2074,0.0,249.68980756130196
1202,041b,1,2074,2076,0.0,363.90245945857527
1203,041b,1,2076,2115,0.0,237.65521244020718
1204,041b,1,2115,2080,0.0,389.39600665645446
1205,041b,1,2080,4310,0.0,285.8420018121782
1206,041b,1,4310,4401,0.0,288.9221348391293
1207,041b,1,4401,4402,0.0,308.46879907050567
1208,041b,1,4402,4403,0.0,408.0012254883556
1209,041b,1,4403,4408,0.0,209.124364912365
1210,041b,1,4408,4405,0.0,276.7959537276512
1211,041b,1,4405,3549,0.0,192.86523792534516
1212,041b,1,3549,6469,0.0,256.2537804599183
1213,041b,1,6469,2046,0.0,422.9952718411874
1214,041b,1,2046,1723B,0.0,266.68040797929206
1215,041b,1,1723B,1724,0.0,314.33141745615455
1216,041b,1,1724,1725,0.0,188.95766721676048
1217,041b,2,1725,1752,0.0,232.1055794245369
1218,041b,2,1752,1753,0.0,280.0
1219,041b,2,1753,1754,0.0,297.59368272864936
1220,041b,2,1754,6468,0.0,411.4608122288197
1221,041b,2,6468,4407,0.0,239.42639787625757
1222,041b,2,4407,4452,0.0,223.46364357541475
1223,041b,2,4452,4449,0.0,229.5952961190625
1224,041b,2,4449,4454,0.0,178.4628812946827
1225,041b,2,4454,4455,0.0,357.76109346881196
1226,041b,2,4455,4456,0.0,296.3258341758275
1227,041b,2,4456,4358,0.0,281.88827574058485
1228,041b,2,4358,2079,0.0,276.3222756130964
1229,041b,2,2079,2107,0.0,409.4691685585131
1230,041b,2,2107,2016,0.0,268.7452325158532
1231,041b,2,2016,2018,0.0,325.7299494980466
1232,041b,2,2018,5451,0.0,277.02887936097926
1233,041b,2,5451,5459,0.0,243.1810025474852
1234,041b,2,5459,5458,0.0,877.1100273055827
1235,041b,2,5458,6439,0.0,168.58232410309213
1236,041b,2,6439,2762,0.0,306.413119823548
1237,041b,2,2762,2763,0.0,506.9571185021553
1238,041b,2,2763,1920,0.0,515.1998835403552
1239,041b,2,1920,1921,0.0,376.14491888100787
1240,041b,2,1921,1942,0.0,529.1814433632381
1241,041b,2,1942,4076,0.0,517.4263232577175
1242,042b,1,2015,2029,0.0,299.9054017519403
1243,042b,1,2029,2017,0.0,189.37330857331335
1244,042b,1,2017,2025,0.0,316.22776601683796
1245,042b,1,2025,9851,0.0,537.1126511263722
1246,042b,1,9851,2069,0.0,430.4427952701729
1247,042b,1,2069,2027,0.0,188.0069413612177
1248,042b,1,2027,9853,0.0,575.989939148248
1249,042b,1,9853,2028,0.0,310.0541404335747
1250,042b,1,2028,1553,0.0,336.1859158263401
1251,042b,1,1553,1554,0.0,289.4995682207488
1252,042b,1,1554,1550,0.0,245.81497106563708
1253,042b,1,1550,1385,0.0,376.80574570990433
1254,042b,2,1383,1540,0.0,328.3769937130318
1255,042b,2,1540,1525,0.0,354.1073283624613
1256,042b,2,1525,1551,0.0,267.6060537431842
1257,042b,2,1551,2022,0.0,344.0058139043583
1258,042b,2,2022,1043,0.0,198.5605197414781
1259,042b,2,1043,2084,0.0,376.7363534356466
1260,042b,2,2084,2085,0.0,187.90827549631283
1261,042b,2,2085,9876,0.0,563.5960610224321
1262,042b,2,9876,2071,0.0,505.69259436934607
1263,042b,2,2071,2078,0.0,387.1499192819186
1264,042b,2,2078,2087,0.0,202.6570008660008
1265,042b,2,2087,2015,0.0,250.4156544627352
1266,043b,1,4854C,1250,0.0,354.2724939929715
1267,043b,1,1250,1921,0.0,216.6702563805194
1268,043b,1,1921,1942,0.0,529.1814433632381
1269,043b,1,1942,2355,0.0,490.8358686974737
1270,043b,1,2355,1984B,0.0,434.3183394700243
1271,043b,1,1984B,1926B,0.0,289.0049307538033
1272,043b,1,1926B,2165,0.0,448.6946623261619
1273,043b,1,2165,5817,0.0,282.81591185788346
1274,043b,1,5817,1929,0.0,286.978814549077
1275,043b,1,1929,1937,0.0,355.92414922283655
1276,043b,1,1937,1931,0.0,335.5294323900662
1277,043b,1,1931,1932,0.0,356.6791275081849
1278,043b,1,1932,1933B,0.0,235.00851048419503
1279,043b,1,1933B,1939,0.0,337.6270131372785
1280,043b,1,1939,1935,0.0,343.6771741038383
1281,043b,1,1935,1936,0.0,226.37385007989892
1282,043b,1,1936,1944,0.0,299.78745804320033
1283,043b,1,1944,1938,0.0,318.9545422156581
1284,043b,1,1938,2099,0.0,337.843158877015
1285,043b,1,2099,2112,0.0,593.2486831000975
1286,043b,1,2112,2103,0.0,431.6769625541766
1287,043b,1,2103,2104,0.0,509.01203325658224
1288,043b,1,2104,2116B,0.0,640.152520888577
1289,043b,1,2116B,2117B,0.0,851.5071931581083
1290,043b,1,2117B,2118B,0.0,330.3303195287992
1291,043b,1,2118B,2119,0.0,315.73933869568316
1292,043b,1,2119,2120,0.0,524.6442032463681
1293,043b,1,2120,2136,0.0,193.36899958369364
1294,043b,1,2136,2137,0.0,352.4769496009633
1295,043b,1,2137,2138B,0.0,272.20933121405585
1296,043b,1,2138B,2109B,0.0,137.39261261069763
1297,043b,2,2109B,2140,0.0,361.99106342558974
1298,043b,2,2140,2142,0.0,347.8692283028207
1299,043b,2,2142,2143B,0.0,329.3597577118463
1300,043b,2,2143B,2144,0.0,313.7793651596508
1301,043b,2,2144,2145,0.0,390.0500737084946
1302,043b,2,2145,2146,0.0,570.3165787525381
1303,043b,2,2146,2147B,0.0,606.6836078220673
1304,043b,2,2147B,2156,0.0,697.4847668587465
1305,043b,2,2156,2157,0.0,514.5133623143329
1306,043b,2,2157,2161,0.0,445.8261993198695
1307,043b,2,2161,2167,0.0,596.2591718372138
1308,043b,2,2167,2168,0.0,343.3496759864497
1309,043b,2,2168,1953,0.0,437.79888076603964
1310,043b,2,1953,1954,0.0,354.85188459412586
1311,043b,2,1954,1955,0.0,210.52201785085813
1312,043b,2,1955,1963,0.0,320.89041743249226
1313,043b,2,1963,1957B,0.0,340.5957427802086
1314,043b,2,1957B,1958B,0.0,202.8108724896062
1315,043b,2,1958B,1959,0.0,348.37860152427214
1316,043b,2,1959,1965,0.0,406.63620104461927
1317,043b,2,1965,1961B,0.0,303.4237960345233
1318,043b,2,1961B,1962,0.0,267.6191323504357
1319,043b,2,1962,2166,0.0,330.13609314948
1320,043b,2,2166,1964,0.0,420.01691632599557
1321,043b,2,1964,1985B,0.0,332.9730469572478
1322,043b,2,1985B,4075,0.0,466.1214434029097
1323,043b,2,4075,1943,0.0,495.61376090661565
1324,043b,2,1943,1968,0.0,381.66215426735727
1325,043b,2,1968,1969,0.0,225.50388023269133
1326,043b,2,1969,1251,0.0,71.70955305954304
1327,043b,2,1251,4854C,0.0,417.3045171095081
1328,044t,1,0089,5501,0.0,228.47691349455607
1329,044t,1,5501,5502,0.0,265.75364531836624
1330,044t,1,5502,5503,0.0,503.16001430956334
1331,044t,1,5503,5504,0.0,447.6159067772279
1332,044t,1,5504,5281G,0.0,516.4672787311946
1333,044t,1,5281G,5507,0.0,585.1253284553624
1334,044t,1,5507,5508,0.0,426.1983106489278
1335,044t,1,5508,5601,0.0,612.7291408118273
1336,044t,1,5601,5602,0.0,438.525939939703
1337,044t,1,5602,5603,0.0,464.38453893298384
1338,044t,1,5603,5604,0.0,727.3300488773992
1339,044t,1,5604,5605,0.0,675.24365972588
1340,044t,1,5605,9551,0.0,531.4216781426968
1341,044t,1,9551,9553,0.0,1297.8289563729113
1342,044t,1,9553,9552,0.0,662.85820504841
1343,044t,1,9552,9556,0.0,594.6873127955564
1344,044t,2,9557,9575,0.0,642.2413876417495
1345,044t,2,9575,9577,0.0,665.0864605447927
1346,044t,2,9577,9578,0.0,1268.298466450228
1347,044t,2,9578,5655,0.0,541.6013293927555
1348,044t,2,5655,5656,0.0,643.3941249343205
1349,044t,2,5656,5657,0.0,733.845351555762
1350,044t,2,5657,5658,0.0,497.6916716200905
1351,044t,2,5658,5659,0.0,442.3324541563732
1352,044t,2,5659,5555,0.0,615.7052866428872
1353,044t,2,5555,5556,0.0,424.19924563817887
1354,044t,2,5556,5273F,0.0,659.3034202853797
1355,044t,2,5273F,5559,0.0,451.2427284732686
1356,044t,2,5559,5560,0.0,521.1880658649045
1357,044t,2,5560,5561F,0.0,378.6357088284199
1358,044t,2,5561F,5562,0.0,280.17316074170986
1359,044t,2,5562,0089,0.0,224.71337298879544
1360,045b,1,1384,1540,0.0,318.29183150060067
1361,045b,1,1540,1525,0.0,354.1073283624613
1362,045b,1,1525,1531,0.0,312.70753108935514
1363,045b,1,1531,1320,0.0,566.3585436805911
1364,045b,1,1320,1533,0.0,227.65983396286663
1365,045b,1,1533,1534,0.0,787.20835869546
1366,045b,1,1534,1538B,0.0,269.27170293218705
1367,045b,1,1538B,1535,0.0,187.24115466424576
1368,045b,1,1535,3402,0.0,212.0
1369,045b,1,3402,3403,0.0,490.6862541380184
1370,045b,1,3403,3404,0.0,369.3846233940985
1371,045b,1,3404,3424,0.0,334.22896343674347
1372,045b,1,3424,3306,0.0,263.8560213449752
1373,045b,1,3306,3420,0.0,265.03018695990085
1374,045b,1,3420,2982B,0.0,286.9276041094681
1375,045b,1,2982B,2900,0.0,284.8762011822078
1376,045b,1,2900,2992,0.0,204.02205763103166
1377,045b,1,2992,9292,0.0,149.40548852033515
1378,045b,2,9292,2909,0.0,148.83984681528892
1379,045b,2,2909,2903,0.0,221.4788928995148
1380,045b,2,2903,2910,0.0,229.8222138958736
1381,045b,2,2910,2924,0.0,336.6883573870733
1382,045b,2,2924,3361,0.0,271.93013808697265
1383,045b,2,3361,3425,0.0,221.22612865572637
1384,045b,2,3425,3458,0.0,297.1683024819437
1385,045b,2,3458,3459,0.0,573.1710041514661
1386,045b,2,3459,3460,0.0,306.13885738337757
1387,045b,2,3460,3461,0.0,293.82477771624366
1388,045b,2,3461,3462,0.0,431.07423954581185
1389,045b,2,3462,3463,0.0,724.5757379322054
1390,045b,2,3463,1321,0.0,290.5942188000305
1391,045b,2,1321,1553,0.0,501.01596780941026
1392,045b,2,1553,1554,0.0,289.4995682207488
1393,045b,2,1554,1550,0.0,245.81497106563708
1394,045b,2,1550,1385,0.0,376.80574570990433
1395,046b,1,1201,1203,0.0,460.5659561886875
1396,046b,1,1203,1487,0.0,428.6268773653841
1397,046b,1,1487,3752,0.0,240.86510747719356
1398,046b,1,3752,3751,0.0,448.5888986588946
1399,046b,1,3751,3756,0.0,317.0678160898706
1400,046b,1,3756,3755,0.0,343.17633951075356
1401,046b,1,3755,2319,0.0,438.80291703679455
1402,046b,1,2319,2518,0.0,366.69878647194895
1403,046b,1,2518,2256B,0.0,510.3067704822267
1404,046b,1,2256B,2257B,0.0,403.56041679034735
1405,046b,1,2257B,6858C,0.0,179.04390522997008
1406,046b,1,6858C,2259,0.0,292.48187978062083
1407,046b,1,2259,2260,0.0,412.9259497779164
1408,046b,1,2260,2261,0.0,559.0921212108072
1409,046b,1,2261,2262,0.0,417.94377612305703
1410,046b,1,2262,2405,0.0,282.3118842698621
1411,046b,1,2405,2264,0.0,394.32093527988087
1412,046b,1,2264,1894,0.0,465.7507058502516
1413,046b,1,1894,2267,0.0,387.82537307400855
1414,046b,1,2267,2833,0.0,467.6109494013159
1415,046b,1,2833,2269,0.0,328.1249761904753
1416,046b,1,2269,2587,0.0,190.74642853800682
1417,046b,1,2587,1896,0.0,284.53247617800616
1418,046b,2,1896,9025,0.0,175.06984320549532
1419,046b,2,9025,2209,0.0,334.9940297975473
1420,046b,2,2209,2835,0.0,221.14248800264502
1421,046b,2,2835,2211,0.0,613.7271380670729
1422,046b,2,2211,2303,0.0,157.69908052997647
1423,046b,2,2303,2212,0.0,326.73230633042704
1424,046b,2,2212,2213,0.0,371.7216700704978
1425,046b,2,2213,2403,0.0,319.8280788173546
1426,046b,2,2403,2215,0.0,363.40198128243605
1427,046b,2,2215,2216,0.0,348.9068643635433
1428,046b,2,2216,2217,0.0,573.5015257172382
1429,046b,2,2217,2218,0.0,427.8001870032317
1430,046b,2,2218,6809,0.0,300.0
1431,046b,2,6809,2220,0.0,180.23595645708434
1432,046b,2,2220,2535B,0.0,454.5283269500373
1433,046b,2,2535B,2323,0.0,246.0894146443524
1434,046b,2,2323,2373,0.0,379.7222669267632
1435,046b,2,2373,2375,0.0,314.00636936215164
1436,046b,2,2375,3713,0.0,529.0604880351584
1437,046b,2,3713,3712,0.0,296.24314338056837
1438,046b,2,3712,3718,0.0,288.29325347638644
1439,046b,2,3718,3717,0.0,455.24169404833737
1440,046b,2,3717,2476,0.0,564.4289149219767
1441,046b,2,2476,1201,0.0,426.20300327426133
1442,047b,1,2299,1967,0.0,456.03947197583676
1443,047b,1,1967,2312,0.0,405.6858390429718
1444,047b,1,2312,1987,0.0,477.2197083105529
1445,047b,1,1987,2314,0.0,358.7506794418541
1446,047b,1,2314,2315,0.0,517.2823213681287
1447,047b,1,2315,2316,0.0,392.587569849072
1448,047b,1,2316,2317,0.0,371.94892122440683
1449,047b,1,2317,3064,0.0,397.5223264170203
1450,047b,1,3064,2330,0.0,387.07234465923807
1451,047b,1,2330,2829B,0.0,254.939208439973
1452,047b,1,2829B,2478,0.0,329.9893937689513
1453,047b,1,2478,9608,0.0,720.8002497224873
1454,047b,1,9608,9607,0.0,373.6000535331867
1455,047b,1,9607,9631,0.0,504.7771785649585
1456,047b,1,9631,9626,0.0,200.55173896029922
1457,047b,1,9626,9627,0.0,366.3249923223912
1458,047b,1,9627,9783,0.0,783.7512360436824
1459,047b,1,9783,1143,0.0,381.32204237363464
1460,047b,1,1143,1121,0.0,270.14138890587583
1461,047b,1,1121,9784B,0.0,402.03972440542304
1462,047b,2,9784B,9786,0.0,407.8588603916801
1463,047b,2,9786,9787,0.0,271.6615541441225
1464,047b,2,9787,2841,0.0,746.7340155637688
1465,047b,2,2841,9707,0.0,303.8945376277755
1466,047b,2,9707,9605,0.0,322.5926223582926
1467,047b,2,9605,9606,0.0,167.14664220378464
1468,047b,2,9606,9632,0.0,427.3265730094491
1469,047b,2,9632,9634,0.0,427.73871697567483
1470,047b,2,9634,9635,0.0,665.3860608699326
1471,047b,2,9635,2352,0.0,329.0185557077342
1472,047b,2,2352,2329,0.0,294.126180405617
1473,047b,2,2329,3002,0.0,343.7586362551492
1474,047b,2,3002,2358,0.0,375.11065034200243
1475,047b,2,2358,2359,0.0,373.0
1476,047b,2,2359,2360,0.0,396.5904688718578
1477,047b,2,2360,2361,0.0,447.017896733453
1478,047b,2,2361,2362B,0.0,549.563463123232
1479,047b,2,2362B,2363,0.0,349.9028436580646
1480,047b,2,2363,1974,0.0,445.1179618932492
1481,047b,2,1974,2299,0.0,423.49144029130036
1482,048b,1,2733,1063,0.0,395.8307719215372
1483,048b,1,1063,1167,0.0,220.5810508633958
1484,048b,1,1167,1168,0.0,466.22848475827817
1485,048b,1,1168,1169,0.0,423.6271945944925
1486,048b,1,1169,2780,0.0,355.9561349380087
1487,048b,1,2780,2539,0.0,373.8707931893051
1488,048b,1,2539,2777,0.0,375.27889628913357
1489,048b,1,2777,2774,0.0,287.6231562305242
1490,048b,1,2774,2772,0.0,457.52798821493457
1491,048b,1,2772,2407,0.0,354.81224612460977
1492,048b,1,2407,2408,0.0,297.578561055732
1493,048b,1,2408,2957,0.0,265.63508804372964
1494,048b,1,2957,5810,0.0,322.41588050218616
1495,048b,1,5810,5811,0.0,266.101484400219
1496,048b,1,5811,2410,0.0,289.0155705148081
1497,048b,1,2410,2411B,0.0,281.60255680657446
1498,048b,1,2411B,2937B,0.0,182.8421176862612
1499,048b,1,2937B,2412,0.0,358.058151701651
1500,048b,1,2412,2633,0.0,408.06494581132546
1501,048b,1,2633,2414,0.0,303.7795253140014
1502,048b,1,2414,2415,0.0,239.30106560565082
1503,048b,1,2415,2452,0.0,332.0316249997882
1504,048b,1,2452,2306,0.0,525.0009523800885
1505,048b,2,2306,2634,0.0,254.53094114468678
1506,048b,2,2634,2455,0.0,367.1359966007262
1507,048b,2,2455,2954B,0.0,339.22206590963594
1508,048b,2,2954B,2456,0.0,182.60024644012873
1509,048b,2,2456,2457,0.0,285.41373477812874
1510,048b,2,2457,5858,0.0,280.349781523011
1511,048b,2,5858,5859,0.0,295.2185631019838
1512,048b,2,5859,2934,0.0,301.21254953935767
1513,048b,2,2934,2459,0.0,275.82965757873103
1514,048b,2,2459,2460,0.0,222.08106627986098
1515,048b,2,2460,2767,0.0,400.61355443868234
1516,048b,2,2767,2773,0.0,413.17850863761964
1517,048b,2,2773,2775,0.0,376.3655802540788
1518,048b,2,2775,2671,0.0,338.6460246334083
1519,048b,2,2671,2778,0.0,261.51399580137036
1520,048b,2,2778,2467,0.0,589.957193362354
1521,048b,2,2467,1125,0.0,270.3301684976965
1522,048b,2,1125,1126,0.0,364.71632812365283
1523,048b,2,1126,1127,0.0,468.01816204074817
1524,048b,2,1127,3630,0.0,195.01633264933702
1525,048b,2,3630,1781,0.0,356.46566454569177
1526,048b,2,1781,2744,0.0,190.07893097342483
1527,048b,2,2744,2737,0.0,410.90266487332497
1528,048b,2,2737,2733,0.0,177.451401797788
1529,049b,1,2531,2539,0.0,286.6443789785524
1530,049b,1,2539,2544,0.0,393.2047812527208
1531,049b,1,2544,2548,0.0,345.9277381188158
1532,049b,1,2548,2553,0.0,246.34325645326686
1533,049b,1,2553,2546,0.0,354.1708627202413
1534,049b,1,2546,2551,0.0,339.7131142596647
1535,049b,1,2551,2556,0.0,422.6829071538102
1536,049b,1,2556,3681,0.0,381.7253462897129
1537,049b,1,3681,2550,0.0,529.3203188996243
1538,049b,1,2550,2252,0.0,267.41914665932205
1539,049b,1,2252,6483B,0.0,190.41517796645678
1540,049b,1,6483B,2254,0.0,214.67263449261176
1541,049b,1,2254,2256B,0.0,439.0649154737828
1542,049b,1,2256B,2562B,0.0,277.1154993860863
1543,049b,1,2562B,2560,0.0,223.2576986354558
1544,049b,1,2560,2561,0.0,392.10330271498606
1545,049b,1,2561,1257,0.0,305.7973184970725
1546,049b,1,1257,2579,0.0,263.46346995361614
1547,049b,1,2579,2564,0.0,397.45188388030067
1548,049b,1,2564,2565,0.0,486.3106003368629
1549,049b,1,2565,2566B,0.0,638.6245923858552
1550,049b,1,2566B,2567,0.0,207.55811234447077
1551,049b,1,2567,2568,0.0,259.6690201005888
1552,049b,1,2568,1097,0.0,408.0012254883556
1553,049b,1,1097,1098,0.0,448.44732132102206
1554,049b,1,1098,1172,0.0,300.1016494456503
1555,049b,1,1172,1286,0.0,322.20659521492195
1556,049b,1,1286,1288,0.0,35.21775120588641
1557,049b,2,1288,1184,0.0,351.5156468779268
1558,049b,2,1184,1182,0.0,278.7569730069453
1559,049b,2,1182,1197,0.0,412.6414908852477
1560,049b,2,1197,2511,0.0,459.91847103590004
1561,049b,2,2511,2512,0.0,247.97580527140144
1562,049b,2,2512,2513,0.0,296.52150006365474
1563,049b,2,2513,2514,0.0,534.4389581607987
1564,049b,2,2514,2522,0.0,626.7256177945816
1565,049b,2,2522,2536,0.0,366.3986899539899
1566,049b,2,2536,1207,0.0,331.05437619823124
1567,049b,2,1207,2532,0.0,307.09281984442424
1568,049b,2,2532,2533,0.0,278.28941769316344
1569,049b,2,2533,2534,0.0,276.24083695210595
1570,049b,2,2534,3709,0.0,312.5331982366033
1571,049b,2,3709,2535B,0.0,476.3884969224173
1572,049b,2,2535B,2323,0.0,246.0894146443524
1573,049b,2,2323,6484B,0.0,394.8595952993795
1574,049b,2,6484B,2225,0.0,214.2281494108565
1575,049b,2,2225,2226,0.0,269.41930146149747
1576,049b,2,2226,3682,0.0,500.8628155493233
1577,049b,2,3682,2523,0.0,435.0195397910305
1578,049b,2,2523,2524,0.0,440.4463644985618
1579,049b,2,2524,5159,0.0,386.51778743028115
1580,049b,2,5159,5757,0.0,278.3522947633089
1581,049b,2,5757,2672,0.0,380.0
1582,049b,2,2672,2670,0.0,239.7269279826528
1583,049b,2,2670,2671,0.0,362.4941378836353
1584,049b,2,2671,2500,0.0,305.35389304870506
1585,050b,1,2531,2539,0.0,286.6443789785524
1586,050b,1,2539,2544,0.0,393.2047812527208
1587,050b,1,2544,2548,0.0,345.9277381188158
1588,050b,1,2548,2553,0.0,246.34325645326686
1589,050b,1,2553,2546,0.0,354.1708627202413
1590,050b,1,2546,2555,0.0,367.4274894451927
1591,050b,1,2555,1015,0.0,577.6092970165809
1592,050b,1,1015,5915,0.0,511.0134440501657
1593,050b,1,5915,5719,0.0,261.0381198216166
1594,050b,1,5719,5720,0.0,459.50918380377175
1595,050b,1,5720,2608,0.0,494.6151332096428
1596,050b,1,2608,5721,0.0,172.90459797240788
1597,050b,1,5721,2664,0.0,433.94208138876576
1598,050b,1,2664,2609,0.0,305.2863082419354
1599,050b,1,2609,2611,0.0,281.44271175498574
1600,050b,1,2611,9651,0.0,793.0529616614517
1601,050b,1,9651,9652,0.0,356.97618968216915
1602,050b,1,9652,9660,0.0,442.417223896177
1603,050b,1,9660,9654,0.0,361.7319449537185
1604,050b,1,9654,9655,0.0,314.75863768926183
1605,050b,1,9655,9656,0.0,675.5301621689441
1606,050b,1,9656,9657,0.0,433.94124026185847
1607,050b,1,9657,9658,0.0,634.20580255939
1608,050b,2,9658,9659,0.0,156.1569723067145
1609,050b,2,9659,9677,0.0,560.1321272699862
1610,050b,2,9677,9678,0.0,338.64730915806786
1611,050b,2,9678,9679,0.0,712.0849668403343
1612,050b,2,9679,9680,0.0,277.2760357477725
1613,050b,2,9680,9685,0.0,428.22540793371894
1614,050b,2,9685,9682,0.0,325.39975414864716
1615,050b,2,9682,9683,0.0,495.0646422438185
1616,050b,2,9683,2659,0.0,700.7859873028284
1617,050b,2,2659,2661,0.0,326.683332908185
1618,050b,2,2661,2662B,0.0,293.97278785629123
1619,050b,2,2662B,2663,0.0,428.5907138518052
1620,050b,2,2663,2669,0.0,185.23498589629335
1621,050b,2,2669,2665,0.0,453.61768043143996
1622,050b,2,2665,5152,0.0,502.9612311103113
1623,050b,2,5152,5161,0.0,123.8789731956154
1624,050b,2,5161,1085,0.0,670.7805155190482
1625,050b,2,1085,2524,0.0,559.6771390721618
1626,050b,2,2524,5159,0.0,386.51778743028115
