,code_ligne,variante,stop_1,stop_2,distance,distance_m
546,017b,2,4357,4358,0.0,575.127811881846
547,017b,2,4358,4293,0.0,228.7575135378071
548,017b,2,4293,4294,0.0,208.90428430264421
549,017b,2,4294,4295,0.0,408.8275920238261
550,017b,2,4295,4296,0.0,325.40590037674485
551,017b,2,4296,4297,0.0,507.70463854489253
552,019t,1,5104F,5103,0.0,446.2298174707801
553,019t,1,5103,5102F,0.0,391.4792459377636
554,019t,1,5102F,5105F,0.0,400.35983814563616
555,019t,1,5105F,1306F,0.0,333.65401241405743
556,019t,1,1306F,1094F,0.0,494.83835744614623
557,019t,1,1094F,1064,0.0,474.6578241217669
558,019t,1,1064,1111,0.0,334.5845931898119
559,019t,1,1111,5108,0.0,309.02588888311607
560,019t,1,5108,5109,0.0,504.5711049990873
561,019t,1,5109,0471,0.0,279.30807363912703
562,019t,1,0471,6864F,0.0,547.7666017566328
563,019t,1,6864F,6865F,0.0,351.78835967096705
564,019t,1,6865F,6866F,0.0,291.30357018069276
565,019t,1,6866F,6867F,0.0,356.32587613024833
566,019t,1,6867F,6869G,0.0,430.95245677451874
567,019t,1,6869G,2805F,0.0,245.91709985277882
568,019t,1,2805F,5081F,0.0,391.637587573001
569,019t,1,5081F,5082,0.0,333.7573969217761
570,019t,1,5082,4958F,0.0,307.8002599089221
571,019t,1,4958F,2636F,0.0,558.1290173427645
572,019t,1,2636F,5086F,0.0,825.8189874300542
573,019t,2,5001F,2637F,0.0,920.8806654502034
574,019t,2,2637F,4955F,0.0,456.1633479358025
575,019t,2,4955F,5003,0.0,378.80337907679757
576,019t,2,5003,5010,0.0,278.53904573685895
577,019t,2,5010,2869,0.0,286.2044723619811
578,019t,2,2869,6800F,0.0,315.75306807693886
579,019t,2,6800F,6803F,0.0,409.9268227379126
580,019t,2,6803F,6804F,0.0,423.0957338475537
581,019t,2,6804F,1014F,0.0,282.8041902094041
582,019t,2,1014F,6805F,0.0,355.14477329675543
583,019t,2,6805F,0472,0.0,515.8730463980455
584,019t,2,0472,5165,0.0,327.33163611236847
585,019t,2,5165,5166,0.0,461.4066536147783
586,019t,2,5166,5172F,0.0,387.5106450150887
587,019t,2,5172F,1199F,0.0,364.3212867785795
588,019t,2,1199F,1236F,0.0,369.58354941744903
589,019t,2,1236F,1307F,0.0,499.3085218579791
590,019t,2,1307F,5168F,0.0,286.75425018646195
591,019t,2,5168F,5174F,0.0,455.7630963559906
592,019t,2,5174F,5170,0.0,391.56736329781114
593,019t,2,5170,5169F,0.0,459.6754724803144
594,020b,1,1142,1102,0.0,398.8307911884437
595,020b,1,1102,4598,0.0,253.65330670030698
596,020b,1,4598,1095,0.0,418.7182823808867
597,020b,1,1095,1105,0.0,280.0803456153252
598,020b,1,1105,1306,0.0,497.4193401949707
599,020b,1,1306,1118B,0.0,357.35744010723386
600,020b,1,1118B,1119,0.0,433.34974327901506
601,020b,1,1119,1096,0.0,400.1954772358181
602,020b,1,1096,1097,0.0,405.4281687302943
603,020b,1,1097,2073,0.0,481.8087794966077
604,020b,1,2073,2081,0.0,413.29825792032966
605,020b,1,2081,4111,0.0,484.46098914155215
606,020b,1,4111,1792,0.0,329.0340559881279
607,020b,1,1792,5013B,0.0,379.03416732533464
608,020b,1,5013B,1351,0.0,676.1570009990133
609,020b,1,1351,1349,0.0,241.11773057990075
610,020b,1,1349,1016,0.0,273.72431386341987
611,020b,1,1016,1024,0.0,261.283371074395
612,020b,1,1024,1083,0.0,264.09278672466615
613,020b,1,1083,1900,0.0,102.7861858422619
614,020b,2,1900,1030,0.0,136.20939761998804
615,020b,2,1030,1052,0.0,237.19190542680835
616,020b,2,1052,1051,0.0,225.94247055390008
617,020b,2,1051,1348,0.0,324.4510748941844
618,020b,2,1348,1350,0.0,241.72401618374613
619,020b,2,1350,4213,0.0,633.7523175500031
620,020b,2,4213,4214,0.0,352.0127838587684
621,020b,2,4214,1793,0.0,388.73667179724515
622,020b,2,1793,2082,0.0,444.4758036159173
623,020b,2,2082,2072,0.0,505.89150022509216
624,020b,2,2072,1197,0.0,367.2972229680014
625,020b,2,1197,1198,0.0,427.907700328003
626,020b,2,1198,1120,0.0,409.2752252458054
627,020b,2,1120,4066,0.0,511.8007913241256
628,020b,2,4066,1307,0.0,270.0743971575076
629,020b,2,1307,1190,0.0,386.3275812053807
630,020b,2,1190,1209,0.0,343.6800837988725
631,020b,2,1209,4661B,0.0,373.9478573277296
632,020b,2,4661B,1193,0.0,259.0598386473673
633,020b,2,1193,1194,0.0,311.8092365533773
634,021b,1,3201,3199,0.0,376.36418533117626
635,021b,1,3199,3203,0.0,646.8237781652743
636,021b,1,3203,3204,0.0,266.32686683847726
637,021b,1,3204,3214,0.0,636.9621024833342
638,021b,1,3214,2924,0.0,683.3398276114244
639,021b,1,2924,3361,0.0,271.93013808697265
640,021b,1,3361,3425,0.0,221.22612865572637
641,021b,1,3425,3458,0.0,297.1683024819437
642,021b,1,3458,3466,0.0,236.93247983339052
643,021b,1,3466,2695,0.0,289.1816038409082
644,021b,1,2695,3468,0.0,356.3509506090871
645,021b,1,3468,4500,0.0,526.8519716201126
646,021b,1,4500,4505,0.0,335.0
647,021b,1,4505,3904,0.0,285.2367437761131
648,021b,1,3904,3905,0.0,412.8692286911196
649,021b,1,3905,3911,0.0,259.4672426338246
650,021b,1,3911,6454,0.0,499.2617049203754
651,021b,1,6454,1563,0.0,229.89562849258357
652,021b,1,1563,3216,0.0,216.69563908856125
653,021b,1,3216,3707,0.0,329.4753405036559
654,021b,1,3707,1463,0.0,322.0636583037583
655,021b,1,1463,1464,0.0,360.7173408640067
656,021b,1,1464,1270B,0.0,305.8131782641033
657,021b,1,1270B,1476,0.0,324.60945765644055
658,021b,1,1476,1497B,0.0,508.8940950728225
659,021b,1,1497B,1160,0.0,157.1655178466338
660,021b,1,1160,1162C,0.0,298.2029510249689
661,021b,2,1262B,1132,0.0,88.54377448471462
662,021b,2,1132,1133,0.0,314.8205838251368
663,021b,2,1133,1416,0.0,280.515596714336
664,021b,2,1416,2083,0.0,399.1190925024887
665,021b,2,2083,1402B,0.0,253.701182496251
666,021b,2,1402B,1419,0.0,396.62861722270634
667,021b,2,1419,1403,0.0,167.5857989210303
668,021b,2,1403,3251,0.0,340.4776057246644
669,021b,2,3251,1516,0.0,180.22763384120648
670,021b,2,1516,6451,0.0,232.13142829009604
671,021b,2,6451,6448,0.0,62.2826621139444
672,021b,2,6448,3956,0.0,602.2542071252008
673,021b,2,3956,3957,0.0,477.1299613312918
674,021b,2,3957,3961,0.0,299.8216136305053
675,021b,2,3961,4558,0.0,324.8584307048226
676,021b,2,4558,4555,0.0,487.03695958315114
677,021b,2,4555,4556,0.0,386.5126129895375
678,021b,2,4556,3450,0.0,306.8061277093403
679,021b,2,3450,3404,0.0,173.35801106380978
680,021b,2,3404,3424,0.0,334.22896343674347
681,021b,2,3424,3306,0.0,263.8560213449752
682,021b,2,3306,3420,0.0,265.03018695990085
683,021b,2,3420,1893,0.0,529.5903794443482
684,021b,2,1893,3279,0.0,701.6290829205902
685,021b,2,3279,3280,0.0,404.44868648569786
686,021b,2,3280,3201,0.0,645.4387190121104
687,025t,1,5451F,5459F,0.0,243.28789530101986
688,025t,1,5459F,5460F,0.0,463.2116147075762
689,025t,1,5460F,5461F,0.0,482.83019789569914
690,025t,1,5461F,5462F,0.0,331.409112729267
691,025t,1,5462F,5468,0.0,211.9929244102265
692,025t,1,5468,3480,0.0,453.5848762910921
693,025t,1,3480,5264F,0.0,232.11415295066487
694,025t,1,5264F,5261,0.0,507.0839181042928
695,025t,1,5261,5265F,0.0,419.7951881572727
696,025t,1,5265F,5267,0.0,332.2483709516284
697,025t,1,5267,5352,0.0,485.8474863575853
698,025t,1,5352,0906,0.0,497.3932046178355
699,025t,1,0906,0806,0.0,452.38258145070085
700,025t,1,0806,0816,0.0,719.5514853017702
701,025t,1,0816,0826,0.0,652.0897177536327
702,025t,1,0826,2241G,0.0,811.528989007785
703,025t,1,2241G,6258,0.0,368.41959774148825
704,025t,1,6258,3308F,0.0,516.5471904869873
705,025t,1,3308F,3309F,0.0,459.0642656535139
706,025t,1,3309F,6419F,0.0,530.9736339970187
707,025t,1,6419F,6260F,0.0,219.16432191394657
708,025t,1,6260F,2726F,0.0,402.6164427839479
709,025t,1,2726F,5714,0.0,196.5400722499104
710,025t,1,5714,0521,0.0,615.4965475126567
711,025t,1,0521,0539,0.0,459.35824799387245
712,025t,2,0539,0536,0.0,532.6922188280959
713,025t,2,0536,5762,0.0,624.7431472213201
714,025t,2,5762,2720F,0.0,171.14321488157222
715,025t,2,2720F,6201F,0.0,379.17829579236695
716,025t,2,6201F,6202,0.0,215.79383679800307
717,025t,2,6202,6203F,0.0,439.27326347047347
718,025t,2,6203F,3360F,0.0,548.5471720827662
719,025t,2,3360F,6204,0.0,504.38576506479643
720,025t,2,6204,2242F,0.0,421.16505078175703
721,025t,2,2242F,2246F,0.0,163.37074401495514
722,025t,2,2246F,0821,0.0,657.8257672058872
723,025t,2,0821,0811,0.0,648.9388260845403
724,025t,2,0811,0801,0.0,712.9364768336706
725,025t,2,0801,0901,0.0,484.4602976509092
726,025t,2,0901,5312,0.0,454.5065236055421
727,025t,2,5312,5311,0.0,483.8233148578105
728,025t,2,5311,5266F,0.0,332.8092546790128
729,025t,2,5266F,5205,0.0,420.7386362101774
730,025t,2,5205,5200F,0.0,576.9454046961463
731,025t,2,5200F,2397F,0.0,258.3834360016137
732,025t,2,2397F,5407F,0.0,447.6885077819175
733,025t,2,5407F,5413F,0.0,414.36698710201324
734,025t,2,5413F,5414F,0.0,475.015789211264
735,025t,2,5414F,5415F,0.0,466.0862688387257
736,025t,2,5415F,5416F,0.0,259.500308284977
737,027b,1,1262B,1132,0.0,88.54377448471462
738,027b,1,1132,1133,0.0,314.8205838251368
739,027b,1,1133,1134,0.0,573.6172940210256
740,027b,1,1134,1135,0.0,455.2513591412969
741,027b,1,1135,1136,0.0,422.8392129403327
742,027b,1,1136,2283,0.0,719.3691680910435
743,027b,1,2283,1113,0.0,201.30076999355964
744,027b,1,1113,1139,0.0,387.9226727068167
745,027b,1,1139,1140,0.0,404.61957441527716
746,027b,1,1140,1141,0.0,406.9262832504187
747,027b,1,1141,1138,0.0,319.00626953086675
748,027b,1,1138,1522,0.0,334.0688551780905
749,027b,1,1522,3899,0.0,263.07793522072507
750,027b,1,3899,3900,0.0,222.80035906613796
751,027b,1,3900,2430,0.0,383.7127180587005
752,027b,1,2430,3920,0.0,186.3299492835349
753,027b,1,3920,3902,0.0,302.33259830855155
754,027b,1,3902,3903,0.0,224.45890492469712
755,027b,1,3903,2429,0.0,69.87603308718077
756,027b,2,2429,3958,0.0,59.726208652476835
757,027b,2,3958,3959,0.0,246.59480935331953
758,027b,2,3959,3962,0.0,308.1368040335219
759,027b,2,3962,2431,0.0,162.32467464930613
760,027b,2,2431,3909,0.0,399.8210224587938
761,027b,2,3909,3910,0.0,195.7268504830137
762,027b,2,3910,3919,0.0,277.34635386101615
763,027b,2,3919,1150,0.0,249.99399992799826
764,027b,2,1150,1152,0.0,417.40388115109806
765,027b,2,1152,1153,0.0,397.6053319562
766,027b,2,1153,1154,0.0,417.50209580312287
767,027b,2,1154,2287,0.0,416.3807512361842
768,027b,2,2287,1156,0.0,577.2329945524743
769,027b,2,1156,1157,0.0,428.04906260848185
770,027b,2,1157,1158,0.0,483.1997516555653
771,027b,2,1158,1476,0.0,310.57688259109045
772,027b,2,1476,1497B,0.0,508.8940950728225
773,027b,2,1497B,1160,0.0,157.1655178466338
774,027b,2,1160,1162C,0.0,298.2029510249689
775,028b,1,2919,6021,0.0,312.68330623812795
776,028b,1,6021,1403,0.0,375.2026119312071
777,028b,1,1403,1404,0.0,264.1685068285014
778,028b,1,1404,6449,0.0,325.85272747055535
779,028b,1,6449,1406,0.0,364.97260171141613
780,028b,1,1406,1424,0.0,424.3170984063687
781,028b,1,1424,1140,0.0,415.7799898985039
782,028b,1,1140,1141,0.0,406.9262832504187
783,028b,1,1141,1408,0.0,306.08005488760614
784,028b,1,1408,6476,0.0,279.54427198567316
785,028b,1,6476,1410,0.0,268.53118999475646
786,028b,1,1410,1421,0.0,288.19611378365255
787,028b,1,1421,1412,0.0,187.51533270642165
788,028b,1,1412,1422,0.0,245.20399670478457
789,028b,1,1422,1423,0.0,178.98603297464302
790,028b,1,1423,1415,0.0,233.13729860320507
791,028b,1,1415,1831,0.0,396.8526174790838
792,028b,1,1831,1830,0.0,157.54364474646383
793,028b,2,1830,1832,0.0,135.50645741070792
794,028b,2,1832,1833B,0.0,386.7453942841466
795,028b,2,1833B,1451,0.0,293.5745220553037
796,028b,2,1451,1450,0.0,221.56263222845138
797,028b,2,1450,1454,0.0,242.54690268069803
798,028b,2,1454,1449,0.0,155.46382215808282
799,028b,2,1449,1456,0.0,346.2860089579133
800,028b,2,1456,6477,0.0,177.341478509682
801,028b,2,6477,1458,0.0,299.23402212983734
802,028b,2,1458,1152,0.0,324.4456811239749
803,028b,2,1152,1153,0.0,397.6053319562
804,028b,2,1153,1459,0.0,375.969413649568
805,028b,2,1459,1460,0.0,345.2723562638631
806,028b,2,1460,6450,0.0,388.29112789246165
807,028b,2,6450,1462,0.0,262.8174271238496
808,028b,2,1462,6055,0.0,360.25685281476603
809,028b,2,6055,6056,0.0,331.76045575083236
810,028b,2,6056,2919,0.0,340.7900379999505
811,029b,1,2594,1820,0.0,118.77011408598257
812,029b,1,1820,2296,0.0,446.4011648730321
813,029b,1,2296,6445,0.0,263.24513290847375
814,029b,1,6445,3072,0.0,338.3858744096745
815,029b,1,3072,3353,0.0,173.92527130926086
816,029b,1,3353,3354,0.0,307.46707140765494
817,029b,1,3354,1508,0.0,147.05441169852742
818,029b,1,1508,1509,0.0,317.58620876857987
819,029b,1,1509,2680,0.0,488.9263748254946
820,029b,1,2680,1512,0.0,282.4694673765644
821,029b,1,1512,1513,0.0,273.99635034065693
822,029b,1,1513,1514,0.0,240.9024698918631
823,029b,1,1514,1515,0.0,248.51961693194363
824,029b,1,1515,1516,0.0,334.7177915797127
825,029b,1,1516,6451,0.0,232.13142829009604
826,029b,1,6451,1518,0.0,452.0099556425721
827,029b,1,1518,1519,0.0,407.49233121618374
828,029b,1,1519,1520,0.0,292.86515668477875
829,029b,1,1520,1521,0.0,191.049731745428
830,029b,1,1521,1522,0.0,340.7007484582328
831,029b,1,1522,3899,0.0,263.07793522072507
832,029b,1,3899,1529,0.0,251.46172671005024
833,029b,1,1529,1379,0.0,371.6728938192938
834,029b,1,1379,1540,0.0,338.5875662218019
835,029b,1,1540,1525,0.0,354.1073283624613
836,029b,1,1525,1526,0.0,359.83607378916304
837,029b,1,1526,1527,0.0,170.63753983223455
838,029b,1,1527,1528,0.0,269.77837200190817
839,029b,2,1528,1552,0.0,268.41199675126296
840,029b,2,1552,1553,0.0,378.85749299703707
841,029b,2,1553,1554,0.0,289.4995682207488
842,029b,2,1554,1550,0.0,245.81497106563708
843,029b,2,1550,1385,0.0,376.80574570990433
844,029b,2,1385,1578,0.0,423.1037343252905
845,029b,2,1578,3910,0.0,220.41097976280582
846,029b,2,3910,1557,0.0,282.21445746098834
847,029b,2,1557,1558,0.0,307.2783754187723
848,029b,2,1558,1559,0.0,268.31511325305553
849,029b,2,1559,1560,0.0,136.06616037795732
850,029b,2,1560,1561,0.0,402.20392837464925
851,029b,2,1561,6454,0.0,534.3079636314623
852,029b,2,6454,1563,0.0,229.89562849258357
853,029b,2,1563,3216,0.0,216.69563908856125
854,029b,2,3216,1565,0.0,343.3729750577351
855,029b,2,1565,1566,0.0,275.77164466275354
856,029b,2,1566,1567,0.0,294.7032405658275
857,029b,2,1567,1568,0.0,282.4535360019414
858,029b,2,1568,3219,0.0,232.1055794245369
859,029b,2,3219,1569B,0.0,321.56647835245514
860,029b,2,1569B,1570,0.0,229.92390045404153
861,029b,2,1570,1571,0.0,313.26985172531363
862,029b,2,1571,3358,0.0,231.12033662142
863,029b,2,3358,3359,0.0,300.17863015211526
864,029b,2,3359,3062,0.0,169.2498744460434
865,029b,2,3062,6442,0.0,156.7226850203888
866,029b,2,6442,6447,0.0,179.9388785115657
867,029b,2,6447,2301,0.0,375.10798445247735
868,029b,2,2301,2595,0.0,251.73154351411912
869,029b,2,2595,2594,0.0,71.81761622332698
870,032t,1,5041F,5361F,0.0,233.44789568553367
871,032t,1,5361F,2902,0.0,256.2225595063791
872,032t,1,2902,2903F,0.0,277.89386463180506
873,032t,1,2903F,5872,0.0,287.862814548875
874,032t,1,5872,5802,0.0,574.228177643696
875,032t,1,5802,5803G,0.0,500.89619683123965
876,032t,1,5803G,5804G,0.0,267.1521289452845
877,032t,1,5804G,5805,0.0,230.29342153001647
878,032t,1,5805,5710F,0.0,499.16830828889766
879,032t,1,5710F,5711F,0.0,383.89191187103694
880,032t,1,5711F,2876F,0.0,332.4830822763769
881,032t,1,2876F,2726F,0.0,288.2117277280715
882,032t,1,2726F,5714,0.0,196.5400722499104
883,032t,1,5714,0531,0.0,630.870034159176
884,032t,1,0531,0511,0.0,504.5180373385987
885,032t,1,0511,0501,0.0,586.8816320179171
886,032t,1,0501,0601,0.0,497.0120722879878
887,032t,1,0601,0611,0.0,477.3311219688069
888,032t,1,0611,0621,0.0,544.192061684108
889,032t,1,0621,0631,0.0,454.6702101523697
890,032t,1,0631,2539F,0.0,309.84512260159914
891,032t,1,2539F,2544F,0.0,390.14484489737913
892,032t,1,2544F,2548F,0.0,344.06104109590785
893,032t,1,2548F,5718,0.0,270.20177645604036
894,032t,1,5718,5123,0.0,365.9781414237741
895,032t,1,5123,5120,0.0,458.57714727186305
896,032t,1,5120,5119,0.0,268.9014689435519
897,032t,1,5119,2603,0.0,395.06581730137066
898,032t,1,2603,2604F,0.0,167.2602762164406
899,032t,1,2604F,5121F,0.0,274.3519637254306
900,032t,1,5121F,5719H,0.0,255.38402455909414
901,032t,1,5719H,5720F,0.0,457.1214280691729
902,032t,1,5720F,2608F,0.0,497.43843840218057
903,032t,1,2608F,5721G,0.0,171.1724276862369
904,032t,1,5721G,5722F,0.0,265.32432983049256
905,032t,1,5722F,5723G,0.0,301.09466949781756
906,032t,1,5723G,5724,0.0,350.52674648306083
907,032t,1,5724,5725,0.0,313.9681512510465
908,032t,1,5725,5729,0.0,384.0963420809941
909,032t,1,5729,5726F,0.0,213.94882565698663
910,032t,2,5732F,5751,0.0,212.19059828370524
911,032t,2,5751,5753F,0.0,258.3118270617898
912,032t,2,5753F,5754,0.0,412.4427232962172
913,032t,2,5754,1258G,0.0,374.9306602559999
914,032t,2,1258G,5756F,0.0,283.28960446864266
915,032t,2,5756F,2663G,0.0,284.5224068504975
916,032t,2,2663G,2669F,0.0,186.20687420178666
917,032t,2,2669F,2665F,0.0,454.00991178607546
918,032t,2,2665F,5152G,0.0,503.45704881350105
919,032t,2,5152G,5161F,0.0,125.67418191498204
920,032t,2,5161F,2667F,0.0,328.70959827787203
921,032t,2,2667F,2668,0.0,190.14205216100936
922,032t,2,2668,5155,0.0,376.19808611953357
923,032t,2,5155,5151,0.0,368.8604072003391
924,032t,2,5151,5159F,0.0,468.89764341485017
925,032t,2,5159F,5757F,0.0,279.30807363912703
926,032t,2,5757F,2672F,0.0,380.2538625707831
927,032t,2,2672F,2670F,0.0,238.949785519887
928,032t,2,2670F,2671F,0.0,371.856154984693
929,032t,2,2671F,0636,0.0,295.11523173160685
930,032t,2,0636,0626,0.0,488.5949242470699
931,032t,2,0626,0616,0.0,547.768199149969
932,032t,2,0616,0606,0.0,478.1673347270807
933,032t,2,0606,0506,0.0,493.44705896377576
934,032t,2,0506,0516,0.0,587.218681582951
935,032t,2,0516,0526,0.0,550.7349453230513
936,032t,2,0526,5762,0.0,621.6630920361929
937,032t,2,5762,2720F,0.0,171.14321488157222
938,032t,2,2720F,2786F,0.0,168.37161280928564
939,032t,2,2786F,5765F,0.0,528.0151512977634
940,032t,2,5765F,5766,0.0,389.52406857599954
941,032t,2,5766,5865,0.0,385.8108344772085
942,032t,2,5865,5866,0.0,321.38606068092
943,032t,2,5866,5867F,0.0,312.6739515853535
944,032t,2,5867F,5868,0.0,375.32918884627134
945,032t,2,5868,5801,0.0,612.2777147667551
946,032t,2,5801,2900F,0.0,319.4761336938958
947,032t,2,2900F,2901,0.0,280.4460732476032
948,032t,2,2901,5362F,0.0,280.22312538404105
949,032t,2,5362F,5039,0.0,240.58470441821524
950,033b,1,3633C,2212,0.0,348.05890306096177
951,033b,1,2212,2578,0.0,302.27305536550887
952,033b,1,2578,1063,0.0,450.5208097302499
953,033b,1,1063,1127,0.0,195.72429588581997
954,033b,1,1127,1376B,0.0,112.05449567063437
955,033b,1,1376B,1128,0.0,243.36435646988645
956,033b,1,1128,6354B,0.0,262.7149215404406
957,033b,1,6354B,3505,0.0,360.48256545915194
958,033b,1,3505,2177,0.0,540.8003883134667
959,033b,2,2177,3629,0.0,239.43544015035795
960,033b,2,3629,6353,0.0,199.56452590580727
961,033b,2,6353,3630,0.0,328.6281333057162
962,033b,2,3630,1781,0.0,356.46566454569177
963,033b,2,1781,2392,0.0,299.8752073780119
964,033b,2,2392,1707,0.0,213.0203041965614
965,033b,2,1707,3320B,0.0,209.1864479357988
966,033b,2,3320B,3221,0.0,269.2675249635574
967,034b,1,1824,6433,0.0,187.5032266389057
968,034b,1,6433,1729,0.0,166.69028166033152
969,034b,1,1729,1233,0.0,257.3613801641536
970,034b,1,1233,1706,0.0,335.3517108946902
971,034b,1,1706,1728,0.0,330.6055050963308
972,034b,1,1728,1733,0.0,261.50334605889844
973,034b,1,1733,1712,0.0,429.66033095923575
974,034b,1,1712,1713,0.0,360.0347205478938
975,034b,1,1713,1714,0.0,433.5862082677446
976,034b,1,1714,1715,0.0,288.5550207499429
977,034b,1,1715,1716,0.0,363.5519220138989
978,034b,1,1716,2291B,0.0,456.86321804233705
979,034b,1,2291B,1718B,0.0,297.6071235706565
980,034b,1,1718B,1719,0.0,407.265269818088
981,034b,1,1719,1720B,0.0,493.7769233165795
982,034b,1,1720B,1731,0.0,301.86362815020914
983,034b,1,1731,2725,0.0,279.2597357300189
984,034b,1,2725,2727,0.0,404.623281584241
985,034b,1,2727,2728,0.0,232.7230113246217
986,034b,2,2728,2752,0.0,251.81342299408902
987,034b,2,2752,2753,0.0,387.5835393821569
988,034b,2,2753,1751,0.0,329.95151158920305
989,034b,2,1751,1756B,0.0,346.3596396810691
990,034b,2,1756B,1757,0.0,339.0368711512068
991,034b,2,1757,1758B,0.0,547.9124930132543
992,034b,2,1758B,2290B,0.0,205.56702070128532
993,034b,2,2290B,1760,0.0,409.5072404732276
994,034b,2,1760,1779,0.0,306.93647551244214
995,034b,2,1779,1762,0.0,423.76998477947916
996,034b,2,1762,1278,0.0,234.82759633399138
997,034b,2,1278,1764,0.0,475.2283661567352
998,034b,2,1764,1777B,0.0,557.2162955262526
999,034b,2,1777B,1769,0.0,345.0057970527452
1000,034b,2,1769,1983,0.0,285.0491185743257
1001,034b,2,1983,4367B,0.0,239.47024867402632
1002,034b,2,4367B,1776,0.0,317.54993308139285
1003,034b,2,1776,6432,0.0,217.5030114734102
1004,034b,2,6432,4952,0.0,293.1381926668717
1005,036b,1,1148C,1802,0.0,391.1521443121589
1006,036b,1,1802,1803B,0.0,198.59506539690256
1007,036b,1,1803B,1804,0.0,317.81283800375337
1008,036b,1,1804,1805,0.0,415.5309856075717
1009,036b,1,1805,1806,0.0,375.66474415361364
1010,036b,1,1806,1807,0.0,273.99452549275503
1011,036b,1,1807,6473,0.0,222.69710370815332
1012,036b,1,6473,1809,0.0,240.4100663449848
1013,036b,1,1809,1810,0.0,388.0012886576538
1014,036b,1,1810,1811,0.0,363.14184556451215
1015,036b,1,1811,1812,0.0,262.33756879257686
1016,036b,1,1812,1813,0.0,362.17399133565624
1017,036b,1,1813,1814B,0.0,369.27886481626723
1018,036b,1,1814B,1815,0.0,459.7180440226543
1019,036b,1,1815,1816,0.0,294.8236761184556
1020,036b,1,1816,5287,0.0,491.3623510201035
1021,036b,1,5287,1818,0.0,386.43830037924465
1022,036b,1,1818,1819,0.0,393.3675126392621
1023,036b,1,1819,1834,0.0,275.1817581163403
1024,036b,1,1834,1821,0.0,435.8084441586693
1025,036b,1,1821,1822,0.0,414.23785437837523
1026,036b,1,1822,1823,0.0,293.027302482209
1027,036b,1,1823,1825,0.0,500.62460986251966
1028,036b,1,1825,1826,0.0,475.42927970414274
1029,036b,1,1826,1835,0.0,543.0616907865993
1030,036b,1,1835,1252,0.0,549.4160536424104
1031,036b,1,1252,1828,0.0,216.83173199511182
1032,036b,1,1828,1829,0.0,248.96586111352696
1033,036b,1,1829,1830,0.0,398.45325949225213
1034,036b,2,1830,1846,0.0,430.4195627524381
1035,036b,2,1846,1847,0.0,222.97085011274456
1036,036b,2,1847,1302,0.0,311.30692250574833
1037,036b,2,1302,1840,0.0,395.6425154100605
1038,036b,2,1840,1850,0.0,500.32089702509927
1039,036b,2,1850,1851,0.0,517.150848399188
1040,036b,2,1851,1852,0.0,500.6006392325124
1041,036b,2,1852,1853,0.0,399.04009823575376
1042,036b,2,1853,1854,0.0,298.0620740718282
1043,036b,2,1854,1841,0.0,445.0
1044,036b,2,1841,1856,0.0,248.80916381837707
1045,036b,2,1856,1857,0.0,412.43787410954394
1046,036b,2,1857,5273,0.0,390.96930825833374
1047,036b,2,5273,1859,0.0,367.0490430446591
1048,036b,2,1859,1860,0.0,645.4339625399333
1049,036b,2,1860,1861,0.0,317.9701243827791
1050,036b,2,1861,1862,0.0,336.29154018500077
1051,036b,2,1862,1863,0.0,383.98567681620625
1052,036b,2,1863,1864,0.0,212.52999788265186
1053,036b,2,1864,1865,0.0,438.46322536787505
1054,036b,2,1865,1866,0.0,477.91317203023397
1055,036b,2,1866,6472,0.0,183.0027322200409
1056,036b,2,6472,1868,0.0,203.1206537996567
1057,036b,2,1868,1869,0.0,210.1927686672403
1058,036b,2,1869,1870,0.0,459.1786144846034
1059,036b,2,1870,1871B,0.0,413.0298899595635
1060,036b,2,1871B,1872B,0.0,303.99113473913445
1061,036b,2,1872B,1873,0.0,211.82431399630383
1062,036b,2,1873,1416,0.0,254.11808278829744
1063,036b,2,1416,1148C,0.0,221.92115717073935
1064,037b,1,2957,5810,0.0,322.41588050218616
1065,037b,1,5810,5811,0.0,266.101484400219
1066,037b,1,5811,1648,0.0,258.0896355919724
1067,037b,1,1648,1649,0.0,458.38002792443956
1068,037b,1,1649,1650,0.0,448.41655857027087
1069,037b,1,1650,1651,0.0,274.2105030810996
1070,037b,1,1651,1943,0.0,524.555621454954
1071,037b,1,1943,1968,0.0,381.66215426735727
1072,037b,1,1968,1969,0.0,225.50388023269133
1073,037b,1,1969,1251,0.0,71.70955305954304
1074,037b,1,1251,4856B,0.0,461.1397402089731
1075,037b,1,4856B,4853,0.0,353.41194094144583
1076,037b,1,4853,6931B,0.0,446.21295364433337
1077,037b,1,6931B,1652,0.0,144.84474446799925
1078,037b,1,1652,1736,0.0,383.7303740909755
1079,037b,1,1736,2153,0.0,291.23358322830836
1080,037b,1,2153,2156,0.0,828.3217973710459
1081,037b,1,2156,2157,0.0,514.5133623143329
1082,037b,1,2157,2161,0.0,445.8261993198695
1083,037b,1,2161,2167,0.0,596.2591718372138
1084,037b,1,2167,2168,0.0,343.3496759864497
1085,037b,1,2168,1953,0.0,437.79888076603964
1086,037b,1,1953,1954,0.0,354.85188459412586
1087,037b,2,1628,1944,0.0,294.21505739850295
1088,037b,2,1944,1938,0.0,318.9545422156581
1089,037b,2,1938,2099,0.0,337.843158877015
1090,037b,2,2099,2112,0.0,593.2486831000975
1091,037b,2,2112,2103,0.0,431.6769625541766
