,route_id,stop_id,inter,inter_day,delay
23576,15,5817F,2021-09-09 00:00:00,9,148105
23577,15,5817F,2021-09-09 00:00:00,9,158947
23578,15,5817F,2021-09-09 00:00:00,9,158947
23587,15,5823,2021-09-09 00:00:00,9,178542
23588,15,5823,2021-09-09 00:00:00,9,178542
23595,15,5825,2021-09-09 00:00:00,9,187445
23596,15,5825,2021-09-09 00:00:00,9,187445
23597,15,5825,2021-09-09 00:00:00,9,162572
23598,15,5825,2021-09-09 00:00:00,9,162572
23599,15,5826,2021-09-09 00:00:00,9,1081665
23600,15,5826,2021-09-09 00:00:00,9,1081665
23601,15,5826,2021-09-09 00:00:00,9,181665
23602,15,5826,2021-09-09 00:00:00,9,181665
23615,15,6209,2021-09-09 00:00:00,9,301133
23616,15,6209,2021-09-09 00:00:00,9,301133
23617,15,6253,2021-09-09 00:00:00,9,226947
23618,15,6253,2021-09-09 00:00:00,9,226947
23619,15,6253,2021-09-09 00:00:00,9,175499
23620,15,6253,2021-09-09 00:00:00,9,175499
23621,15,6423F,2021-09-09 00:00:00,9,252516
23622,15,6423F,2021-09-09 00:00:00,9,252516
23623,15,6423F,2021-09-09 00:00:00,9,219909
23624,15,6423F,2021-09-09 00:00:00,9,219909
23627,15,6424F,2021-09-09 00:00:00,9,291476
23628,15,6424F,2021-09-09 00:00:00,9,291476
23631,15,6601,2021-09-09 00:00:00,9,150193
23632,15,6601,2021-09-09 00:00:00,9,150193
23649,15,6650G,2021-09-09 00:00:00,9,146436
23650,15,6650G,2021-09-09 00:00:00,9,146436
23657,15,6653F,2021-09-09 00:00:00,9,126125
23658,15,6653F,2021-09-09 00:00:00,9,126125
23661,15,6654F,2021-09-09 00:00:00,9,175338
23662,15,6654F,2021-09-09 00:00:00,9,175338
23665,15,6657,2021-09-09 00:00:00,9,156584
23666,15,6657,2021-09-09 00:00:00,9,156584
23667,15,6657,2021-09-09 00:00:00,9,127420
23668,15,6657,2021-09-09 00:00:00,9,127420
23669,15,6659F,2021-09-09 00:00:00,9,122516
23670,15,6659F,2021-09-09 00:00:00,9,122516
23671,15,6659F,2021-09-09 00:00:00,9,152218
23672,15,6659F,2021-09-09 00:00:00,9,152218
23717,50,9683,2021-09-09 00:30:00,9,120439
23718,50,9683,2021-09-09 00:30:00,9,120439
23735,15,0723,2021-09-09 00:30:00,9,1216713
23736,15,0723,2021-09-09 00:30:00,9,1216713
23737,15,0723,2021-09-09 00:30:00,9,736713
23738,15,0723,2021-09-09 00:30:00,9,736713
23745,15,0725,2021-09-09 00:30:00,9,336321
23746,15,0725,2021-09-09 00:30:00,9,336321
23753,15,0726,2021-09-09 00:30:00,9,838737
23754,15,0726,2021-09-09 00:30:00,9,838737
23755,15,0726,2021-09-09 00:30:00,9,358737
23756,15,0726,2021-09-09 00:30:00,9,358737
23757,15,1110,2021-09-09 00:30:00,9,242699
23758,15,1110,2021-09-09 00:30:00,9,242699
23765,15,1961G,2021-09-09 00:30:00,9,928249
23766,15,1961G,2021-09-09 00:30:00,9,928249
23769,15,1962F,2021-09-09 00:30:00,9,815473
23770,15,1962F,2021-09-09 00:30:00,9,815473
23775,15,1984G,2021-09-09 00:30:00,9,1187400
23776,15,1984G,2021-09-09 00:30:00,9,1187400
23779,15,1985G,2021-09-09 00:30:00,9,893684
23780,15,1985G,2021-09-09 00:30:00,9,893684
23783,15,2166F,2021-09-09 00:30:00,9,1677802
23784,15,2166F,2021-09-09 00:30:00,9,1677802
23785,15,2166F,2021-09-09 00:30:00,9,897802
23786,15,2166F,2021-09-09 00:30:00,9,897802
23813,15,5024,2021-09-09 00:30:00,9,122912
23814,15,5024,2021-09-09 00:30:00,9,122912
23815,15,5025,2021-09-09 00:30:00,9,147242
23816,15,5025,2021-09-09 00:30:00,9,147242
23817,15,5026,2021-09-09 00:30:00,9,127014
23818,15,5026,2021-09-09 00:30:00,9,127014
23859,15,5080,2021-09-09 00:30:00,9,1091879
23860,15,5080,2021-09-09 00:30:00,9,1091879
23875,15,5823,2021-09-09 00:30:00,9,181072
23876,15,5823,2021-09-09 00:30:00,9,181072
23885,15,5826,2021-09-09 00:30:00,9,199368
23886,15,5826,2021-09-09 00:30:00,9,199368
23891,15,5853G,2021-09-09 00:30:00,9,884432
23892,15,5853G,2021-09-09 00:30:00,9,884432
23905,15,6423F,2021-09-09 00:30:00,9,180439
23906,15,6423F,2021-09-09 00:30:00,9,180439
23907,15,6424F,2021-09-09 00:30:00,9,439880
23908,15,6424F,2021-09-09 00:30:00,9,439880
23923,15,6608G,2021-09-09 00:30:00,9,158123
23924,15,6608G,2021-09-09 00:30:00,9,158123
23931,15,6654F,2021-09-09 00:30:00,9,1683985
23932,15,6654F,2021-09-09 00:30:00,9,1683985
23964,15,2869,2021-09-09 04:30:00,9,279890
23965,15,2869,2021-09-09 04:30:00,9,279890
23966,15,5006,2021-09-09 04:30:00,9,303813
23967,15,5006,2021-09-09 04:30:00,9,303813
23968,15,5007F,2021-09-09 04:30:00,9,296737
23969,15,5007F,2021-09-09 04:30:00,9,296737
23970,15,5008F,2021-09-09 04:30:00,9,296422
23971,15,5008F,2021-09-09 04:30:00,9,296422
23972,15,5009F,2021-09-09 04:30:00,9,288676
23973,15,5009F,2021-09-09 04:30:00,9,288676
23974,15,5010,2021-09-09 04:30:00,9,312207
23975,15,5010,2021-09-09 04:30:00,9,312207
23996,50,2546,2021-09-09 05:00:00,9,2601908
23997,50,2546,2021-09-09 05:00:00,9,2601908
23998,50,2546,2021-09-09 05:00:00,9,1101908
23999,50,2546,2021-09-09 05:00:00,9,1101908
24000,50,2548,2021-09-09 05:00:00,9,2565954
24001,50,2548,2021-09-09 05:00:00,9,2565954
24002,50,2548,2021-09-09 05:00:00,9,1065954
24003,50,2548,2021-09-09 05:00:00,9,1065954
24004,50,2553,2021-09-09 05:00:00,9,1524147
24005,50,2553,2021-09-09 05:00:00,9,1524147
24014,50,2609,2021-09-09 05:00:00,9,1621556
24015,50,2609,2021-09-09 05:00:00,9,1621556
24035,50,9655,2021-09-09 05:00:00,9,7411746
24040,50,9658,2021-09-09 05:00:00,9,124239
24041,50,9658,2021-09-09 05:00:00,9,124239
24064,15,1926G,2021-09-09 05:00:00,9,858487
24065,15,1926G,2021-09-09 05:00:00,9,858487
24066,15,1961G,2021-09-09 05:00:00,9,1201386
24067,15,1961G,2021-09-09 05:00:00,9,1201386
24070,15,1964F,2021-09-09 05:00:00,9,1143205
24071,15,1964F,2021-09-09 05:00:00,9,1143205
24074,15,1984G,2021-09-09 05:00:00,9,799147
24075,15,1984G,2021-09-09 05:00:00,9,799147
24080,15,2165F,2021-09-09 05:00:00,9,817055
24081,15,2165F,2021-09-09 05:00:00,9,817055
24082,15,2166F,2021-09-09 05:00:00,9,125404
24083,15,2166F,2021-09-09 05:00:00,9,125404
24086,15,2401F,2021-09-09 05:00:00,9,1200634
24087,15,2401F,2021-09-09 05:00:00,9,1200634
24088,15,2848F,2021-09-09 05:00:00,9,251133
24089,15,2848F,2021-09-09 05:00:00,9,251133
24092,15,2851F,2021-09-09 05:00:00,9,182404
24093,15,2851F,2021-09-09 05:00:00,9,182404
24094,15,2869,2021-09-09 05:00:00,9,1577907
24095,15,2869,2021-09-09 05:00:00,9,1577907
24096,15,5006,2021-09-09 05:00:00,9,1596908
24097,15,5006,2021-09-09 05:00:00,9,1596908
24098,15,5007F,2021-09-09 05:00:00,9,1594168
24099,15,5007F,2021-09-09 05:00:00,9,1594168
24100,15,5008F,2021-09-09 05:00:00,9,1585634
24101,15,5008F,2021-09-09 05:00:00,9,1585634
24102,15,5009F,2021-09-09 05:00:00,9,288676
24103,15,5009F,2021-09-09 05:00:00,9,288676
24104,15,5009F,2021-09-09 05:00:00,9,1590020
24105,15,5009F,2021-09-09 05:00:00,9,1590020
24106,15,5010,2021-09-09 05:00:00,9,1588028
24107,15,5010,2021-09-09 05:00:00,9,1588028
24108,15,5011F,2021-09-09 05:00:00,9,269017
24109,15,5011F,2021-09-09 05:00:00,9,269017
24110,15,5011F,2021-09-09 05:00:00,9,1539127
24111,15,5011F,2021-09-09 05:00:00,9,1539127
24112,15,5013F,2021-09-09 05:00:00,9,236336
24113,15,5013F,2021-09-09 05:00:00,9,236336
24114,15,5013F,2021-09-09 05:00:00,9,1560365
24115,15,5013F,2021-09-09 05:00:00,9,1560365
24116,15,5014,2021-09-09 05:00:00,9,220639
24117,15,5014,2021-09-09 05:00:00,9,220639
24120,15,5015,2021-09-09 05:00:00,9,228076
24121,15,5015,2021-09-09 05:00:00,9,228076
24122,15,5015,2021-09-09 05:00:00,9,1550606
24123,15,5015,2021-09-09 05:00:00,9,1550606
24124,15,5024,2021-09-09 05:00:00,9,1247210
24125,15,5024,2021-09-09 05:00:00,9,1247210
24126,15,5025,2021-09-09 05:00:00,9,1243743
24127,15,5025,2021-09-09 05:00:00,9,1243743
24128,15,5071,2021-09-09 05:00:00,9,272834
24129,15,5071,2021-09-09 05:00:00,9,272834
24142,15,5076F,2021-09-09 05:00:00,9,210951
24143,15,5076F,2021-09-09 05:00:00,9,210951
24147,15,5077,2021-09-09 05:00:00,9,229846
24148,15,5077,2021-09-09 05:00:00,9,229846
24152,15,5078F,2021-09-09 05:00:00,9,234250
24153,15,5078F,2021-09-09 05:00:00,9,234250
24162,15,5080,2021-09-09 05:00:00,9,1215512
24163,15,5080,2021-09-09 05:00:00,9,1215512
24164,15,5080,2021-09-09 05:00:00,9,915512
24165,15,5080,2021-09-09 05:00:00,9,915512
24166,15,5081F,2021-09-09 05:00:00,9,1332256
24167,15,5081F,2021-09-09 05:00:00,9,252256
24168,15,5081F,2021-09-09 05:00:00,9,252256
24173,15,5398F,2021-09-09 05:00:00,9,1434902
24174,15,5398F,2021-09-09 05:00:00,9,1434902
24175,15,5471,2021-09-09 05:00:00,9,1445195
24176,15,5471,2021-09-09 05:00:00,9,1445195
24181,15,5817F,2021-09-09 05:00:00,9,784752
24182,15,5817F,2021-09-09 05:00:00,9,784752
24187,15,5823,2021-09-09 05:00:00,9,1894789
24188,15,5823,2021-09-09 05:00:00,9,1894789
24189,15,5824,2021-09-09 05:00:00,9,1214602
24190,15,5824,2021-09-09 05:00:00,9,1214602
24193,15,5825,2021-09-09 05:00:00,9,768036
24194,15,5825,2021-09-09 05:00:00,9,768036
24195,15,5826,2021-09-09 05:00:00,9,803029
24196,15,5826,2021-09-09 05:00:00,9,803029
24197,15,5826,2021-09-09 05:00:00,9,779764
24198,15,5826,2021-09-09 05:00:00,9,779764
24205,15,6423F,2021-09-09 05:00:00,9,1270033
24206,15,6423F,2021-09-09 05:00:00,9,1270033
24209,15,6601,2021-09-09 05:00:00,9,243719
24210,15,6601,2021-09-09 05:00:00,9,243719
24211,15,6604F,2021-09-09 05:00:00,9,249173
24212,15,6604F,2021-09-09 05:00:00,9,249173
24220,15,6608G,2021-09-09 05:00:00,9,1642778
24221,15,6608G,2021-09-09 05:00:00,9,1642778
24222,15,6649F,2021-09-09 05:00:00,9,289179
24223,15,6649F,2021-09-09 05:00:00,9,289179
24226,15,6649F,2021-09-09 05:00:00,9,414624
24227,15,6649F,2021-09-09 05:00:00,9,354624
24228,15,6649F,2021-09-09 05:00:00,9,354624
24229,15,6650G,2021-09-09 05:00:00,9,125389
24230,15,6650G,2021-09-09 05:00:00,9,125389
24231,15,6651,2021-09-09 05:00:00,9,1304335
24232,15,6651,2021-09-09 05:00:00,9,1304335
24233,15,6653F,2021-09-09 05:00:00,9,137026
24234,15,6653F,2021-09-09 05:00:00,9,137026
24235,15,6654F,2021-09-09 05:00:00,9,130093
24236,15,6654F,2021-09-09 05:00:00,9,130093
24243,50,1015,2021-09-09 05:30:00,9,1635653
24244,50,1015,2021-09-09 05:30:00,9,1635653
24247,50,2500,2021-09-09 05:30:00,9,977891
24248,50,2500,2021-09-09 05:30:00,9,977891
24257,50,2539,2021-09-09 05:30:00,9,449674
24258,50,2539,2021-09-09 05:30:00,9,449674
24269,50,2608,2021-09-09 05:30:00,9,1109304
24270,50,2608,2021-09-09 05:30:00,9,1109304
24273,50,2609,2021-09-09 05:30:00,9,121556
24274,50,2609,2021-09-09 05:30:00,9,121556
24279,50,2611,2021-09-09 05:30:00,9,120127
24280,50,2611,2021-09-09 05:30:00,9,120127
24283,50,2659,2021-09-09 05:30:00,9,1074061
24284,50,2659,2021-09-09 05:30:00,9,1074061
24285,50,2661,2021-09-09 05:30:00,9,130995
24286,50,2661,2021-09-09 05:30:00,9,130995
24287,50,2661,2021-09-09 05:30:00,9,487436
24288,50,2661,2021-09-09 05:30:00,9,487436
24289,50,2662B,2021-09-09 05:30:00,9,1510515
24290,50,2662B,2021-09-09 05:30:00,9,1510515
24291,50,2662B,2021-09-09 05:30:00,9,490515
24292,50,2662B,2021-09-09 05:30:00,9,490515
24295,50,2663,2021-09-09 05:30:00,9,1066763
24296,50,2663,2021-09-09 05:30:00,9,1066763
24297,50,2664,2021-09-09 05:30:00,9,2680728
24298,50,2664,2021-09-09 05:30:00,9,2680728
24299,50,2664,2021-09-09 05:30:00,9,1660728
24300,50,2664,2021-09-09 05:30:00,9,1660728
24303,50,2669,2021-09-09 05:30:00,9,1524290
24304,50,2669,2021-09-09 05:30:00,9,1524290
24305,50,2669,2021-09-09 05:30:00,9,504290
24306,50,2669,2021-09-09 05:30:00,9,504290
24313,50,5152,2021-09-09 05:30:00,9,129984
24314,50,5152,2021-09-09 05:30:00,9,129984
24315,50,5159,2021-09-09 05:30:00,9,124639
24316,50,5159,2021-09-09 05:30:00,9,124639
24317,50,5161,2021-09-09 05:30:00,9,1614536
24318,50,5161,2021-09-09 05:30:00,9,1614536
24319,50,5719,2021-09-09 05:30:00,9,125817
24320,50,5719,2021-09-09 05:30:00,9,125817
24321,50,5719,2021-09-09 05:30:00,9,131871
24322,50,5719,2021-09-09 05:30:00,9,131871
24327,50,5721,2021-09-09 05:30:00,9,1132142
24328,50,5721,2021-09-09 05:30:00,9,1132142
24337,50,9651,2021-09-09 05:30:00,9,677907
24338,50,9651,2021-09-09 05:30:00,9,677907
24339,50,9651,2021-09-09 05:30:00,9,197907
24340,50,9651,2021-09-09 05:30:00,9,197907
24343,50,9652,2021-09-09 05:30:00,9,700908
24344,50,9652,2021-09-09 05:30:00,9,700908
24345,50,9652,2021-09-09 05:30:00,9,220908
24346,50,9652,2021-09-09 05:30:00,9,220908
24347,50,9654,2021-09-09 05:30:00,9,670861
24348,50,9654,2021-09-09 05:30:00,9,670861
24349,50,9654,2021-09-09 05:30:00,9,190861
24350,50,9654,2021-09-09 05:30:00,9,190861
24351,50,9655,2021-09-09 05:30:00,9,6391746
24353,50,9655,2021-09-09 05:30:00,9,5911746
24355,50,9656,2021-09-09 05:30:00,9,676096
24356,50,9656,2021-09-09 05:30:00,9,676096
24357,50,9656,2021-09-09 05:30:00,9,196096
24358,50,9656,2021-09-09 05:30:00,9,196096
24359,50,9657,2021-09-09 05:30:00,9,1471975
24360,50,9657,2021-09-09 05:30:00,9,1471975
24361,50,9657,2021-09-09 05:30:00,9,991975
24362,50,9657,2021-09-09 05:30:00,9,991975
24363,50,9658,2021-09-09 05:30:00,9,758030
24364,50,9658,2021-09-09 05:30:00,9,758030
24365,50,9658,2021-09-09 05:30:00,9,758030
24366,50,9658,2021-09-09 05:30:00,9,758030
24367,50,9658,2021-09-09 05:30:00,9,278030
24368,50,9658,2021-09-09 05:30:00,9,278030
24369,50,9658,2021-09-09 05:30:00,9,278030
24370,50,9658,2021-09-09 05:30:00,9,278030
24375,50,9658,2021-09-09 05:30:00,9,398030
24376,50,9658,2021-09-09 05:30:00,9,398030
24377,50,9658,2021-09-09 05:30:00,9,398030
24378,50,9658,2021-09-09 05:30:00,9,398030
24381,50,9659,2021-09-09 05:30:00,9,935533
24382,50,9659,2021-09-09 05:30:00,9,935533
24383,50,9660,2021-09-09 05:30:00,9,677937
24384,50,9660,2021-09-09 05:30:00,9,677937
24385,50,9660,2021-09-09 05:30:00,9,197937
24386,50,9660,2021-09-09 05:30:00,9,197937
24387,50,9677,2021-09-09 05:30:00,9,1956743
24388,50,9677,2021-09-09 05:30:00,9,1956743
24389,50,9677,2021-09-09 05:30:00,9,936743
24390,50,9677,2021-09-09 05:30:00,9,936743
24391,50,9678,2021-09-09 05:30:00,9,1369912
24392,50,9678,2021-09-09 05:30:00,9,1369912
24393,50,9678,2021-09-09 05:30:00,9,349912
24394,50,9678,2021-09-09 05:30:00,9,349912
24397,50,9679,2021-09-09 05:30:00,9,322456
24398,50,9679,2021-09-09 05:30:00,9,322456
24399,50,9680,2021-09-09 05:30:00,9,1365767
24400,50,9680,2021-09-09 05:30:00,9,1365767
24401,50,9680,2021-09-09 05:30:00,9,345767
24402,50,9680,2021-09-09 05:30:00,9,345767
24405,50,9682,2021-09-09 05:30:00,9,378360
24406,50,9682,2021-09-09 05:30:00,9,378360
24409,50,9683,2021-09-09 05:30:00,9,414058
24410,50,9683,2021-09-09 05:30:00,9,414058
24413,50,9685,2021-09-09 05:30:00,9,350997
24414,50,9685,2021-09-09 05:30:00,9,350997
24415,15,0702,2021-09-09 05:30:00,9,1413206
24416,15,0702,2021-09-09 05:30:00,9,1413206
24417,15,0703,2021-09-09 05:30:00,9,1382285
24418,15,0703,2021-09-09 05:30:00,9,1382285
24419,15,0704,2021-09-09 05:30:00,9,1375058
24420,15,0704,2021-09-09 05:30:00,9,1375058
24421,15,0705,2021-09-09 05:30:00,9,1372111
24422,15,0705,2021-09-09 05:30:00,9,1372111
24423,15,0706,2021-09-09 05:30:00,9,1366798
24424,15,0706,2021-09-09 05:30:00,9,1366798
24427,15,0722,2021-09-09 05:30:00,9,1294066
24428,15,0722,2021-09-09 05:30:00,9,1294066
24441,15,1110,2021-09-09 05:30:00,9,290267
24442,15,1110,2021-09-09 05:30:00,9,290267
24443,15,1289,2021-09-09 05:30:00,9,2479844
24444,15,1289,2021-09-09 05:30:00,9,2479844
24445,15,1289,2021-09-09 05:30:00,9,1039844
24446,15,1289,2021-09-09 05:30:00,9,1039844
24447,15,1290,2021-09-09 05:30:00,9,698030
24448,15,1290,2021-09-09 05:30:00,9,698030
24451,15,1926G,2021-09-09 05:30:00,9,138487
24452,15,1926G,2021-09-09 05:30:00,9,138487
24453,15,1926G,2021-09-09 05:30:00,9,1264876
24454,15,1926G,2021-09-09 05:30:00,9,1264876
24463,15,1984G,2021-09-09 05:30:00,9,1291359
24464,15,1984G,2021-09-09 05:30:00,9,1291359
24469,15,2165F,2021-09-09 05:30:00,9,1238382
24470,15,2165F,2021-09-09 05:30:00,9,1238382
24473,15,2401F,2021-09-09 05:30:00,9,120634
24474,15,2401F,2021-09-09 05:30:00,9,120634
24483,15,2848F,2021-09-09 05:30:00,9,810665
24484,15,2848F,2021-09-09 05:30:00,9,810665
24485,15,2851F,2021-09-09 05:30:00,9,1503125
24486,15,2851F,2021-09-09 05:30:00,9,1503125
24487,15,2851F,2021-09-09 05:30:00,9,944651
24488,15,2851F,2021-09-09 05:30:00,9,944651
24505,15,5014,2021-09-09 05:30:00,9,920621
24506,15,5014,2021-09-09 05:30:00,9,920621
24509,15,5024,2021-09-09 05:30:00,9,1304688
24510,15,5024,2021-09-09 05:30:00,9,1304688
24511,15,5025,2021-09-09 05:30:00,9,1307884
24512,15,5025,2021-09-09 05:30:00,9,1307884
24513,15,5026,2021-09-09 05:30:00,9,127751
24514,15,5026,2021-09-09 05:30:00,9,127751
24515,15,5026,2021-09-09 05:30:00,9,1307603
24516,15,5026,2021-09-09 05:30:00,9,1307603
24517,15,5058F,2021-09-09 05:30:00,9,126868
24518,15,5058F,2021-09-09 05:30:00,9,126868
24519,15,5058F,2021-09-09 05:30:00,9,1187682
24520,15,5058F,2021-09-09 05:30:00,9,1187682
24521,15,5059,2021-09-09 05:30:00,9,2400592
24522,15,5059,2021-09-09 05:30:00,9,2400592
24523,15,5059,2021-09-09 05:30:00,9,1200592
24524,15,5059,2021-09-09 05:30:00,9,1200592
24525,15,5060,2021-09-09 05:30:00,9,249331
24526,15,5060,2021-09-09 05:30:00,9,249331
24552,15,5074F,2021-09-09 05:30:00,9,709912
24553,15,5074F,2021-09-09 05:30:00,9,709912
24578,15,5079,2021-09-09 05:30:00,9,734223
24579,15,5079,2021-09-09 05:30:00,9,734223
24580,15,5080,2021-09-09 05:30:00,9,915512
24581,15,5080,2021-09-09 05:30:00,9,915512
24597,15,5089,2021-09-09 05:30:00,9,769892
24598,15,5089,2021-09-09 05:30:00,9,769892
24610,15,5402,2021-09-09 05:30:00,9,913579
24611,15,5402,2021-09-09 05:30:00,9,913579
24626,15,5823,2021-09-09 05:30:00,9,1174789
24627,15,5823,2021-09-09 05:30:00,9,1174789
24634,15,5853G,2021-09-09 05:30:00,9,1116285
24635,15,5853G,2021-09-09 05:30:00,9,1116285
24640,15,6209,2021-09-09 05:30:00,9,1240763
24641,15,6209,2021-09-09 05:30:00,9,1240763
24642,15,6253,2021-09-09 05:30:00,9,1356991
24643,15,6253,2021-09-09 05:30:00,9,1356991
24644,15,6423F,2021-09-09 05:30:00,9,1342002
24645,15,6423F,2021-09-09 05:30:00,9,1342002
24650,15,6601,2021-09-09 05:30:00,9,141908
24651,15,6601,2021-09-09 05:30:00,9,141908
24654,15,6604F,2021-09-09 05:30:00,9,144487
24655,15,6604F,2021-09-09 05:30:00,9,144487
24659,15,6604F,2021-09-09 05:30:00,9,786702
24660,15,6604F,2021-09-09 05:30:00,9,786702
24661,15,6604F,2021-09-09 05:30:00,9,370702
24662,15,6604F,2021-09-09 05:30:00,9,370702
24673,15,6608G,2021-09-09 05:30:00,9,202778
24674,15,6608G,2021-09-09 05:30:00,9,202778
24675,15,6608G,2021-09-09 05:30:00,9,127054
24676,15,6608G,2021-09-09 05:30:00,9,127054
24677,15,6649F,2021-09-09 05:30:00,9,166624
24678,15,6649F,2021-09-09 05:30:00,9,166624
24684,15,6649F,2021-09-09 05:30:00,9,441227
24685,15,6649F,2021-09-09 05:30:00,9,441227
24686,15,6650G,2021-09-09 05:30:00,9,1419109
24687,15,6650G,2021-09-09 05:30:00,9,1419109
24688,15,6651,2021-09-09 05:30:00,9,1519822
24689,15,6651,2021-09-09 05:30:00,9,1519822
24690,15,6651,2021-09-09 05:30:00,9,938002
24691,15,6651,2021-09-09 05:30:00,9,938002
24692,15,6653F,2021-09-09 05:30:00,9,1431360
24693,15,6653F,2021-09-09 05:30:00,9,1431360
24694,15,6654F,2021-09-09 05:30:00,9,1468997
24695,15,6654F,2021-09-09 05:30:00,9,1468997
24696,15,6657,2021-09-09 05:30:00,9,1431217
24697,15,6657,2021-09-09 05:30:00,9,1431217
24698,15,6659F,2021-09-09 05:30:00,9,1426626
24699,15,6659F,2021-09-09 05:30:00,9,1426626
24700,50,1015,2021-09-09 06:00:00,9,615653
24701,50,1015,2021-09-09 06:00:00,9,615653
24704,50,1085,2021-09-09 06:00:00,9,644676
24705,50,1085,2021-09-09 06:00:00,9,644676
24706,50,1085,2021-09-09 06:00:00,9,277168
24707,50,1085,2021-09-09 06:00:00,9,277168
24708,50,1085,2021-09-09 06:00:00,9,159082
24709,50,1085,2021-09-09 06:00:00,9,159082
24712,50,2500,2021-09-09 06:00:00,9,255028
24713,50,2500,2021-09-09 06:00:00,9,255028
24714,50,2524,2021-09-09 06:00:00,9,642735
24715,50,2524,2021-09-09 06:00:00,9,642735
24716,50,2524,2021-09-09 06:00:00,9,249941
24717,50,2524,2021-09-09 06:00:00,9,249941
24726,50,2544,2021-09-09 06:00:00,9,513087
24727,50,2544,2021-09-09 06:00:00,9,513087
24732,50,2546,2021-09-09 06:00:00,9,545305
24733,50,2546,2021-09-09 06:00:00,9,545305
24736,50,2548,2021-09-09 06:00:00,9,501037
24737,50,2548,2021-09-09 06:00:00,9,501037
24738,50,2548,2021-09-09 06:00:00,9,942720
24739,50,2548,2021-09-09 06:00:00,9,942720
24740,50,2553,2021-09-09 06:00:00,9,508297
24741,50,2553,2021-09-09 06:00:00,9,508297
24744,50,2555,2021-09-09 06:00:00,9,573002
24745,50,2555,2021-09-09 06:00:00,9,573002
24748,50,2608,2021-09-09 06:00:00,9,618388
24749,50,2608,2021-09-09 06:00:00,9,618388
24750,50,2608,2021-09-09 06:00:00,9,1131185
24751,50,2608,2021-09-09 06:00:00,9,1131185
24752,50,2609,2021-09-09 06:00:00,9,656624
24753,50,2609,2021-09-09 06:00:00,9,656624
24754,50,2609,2021-09-09 06:00:00,9,134284
24755,50,2609,2021-09-09 06:00:00,9,134284
24756,50,2611,2021-09-09 06:00:00,9,646014
24757,50,2611,2021-09-09 06:00:00,9,646014
24758,50,2611,2021-09-09 06:00:00,9,148874
24759,50,2611,2021-09-09 06:00:00,9,148874
24766,50,2661,2021-09-09 06:00:00,9,123941
24767,50,2661,2021-09-09 06:00:00,9,123941
24774,50,2663,2021-09-09 06:00:00,9,741938
24775,50,2663,2021-09-09 06:00:00,9,741938
24776,50,2664,2021-09-09 06:00:00,9,640728
24777,50,2664,2021-09-09 06:00:00,9,640728
24778,50,2664,2021-09-09 06:00:00,9,1253658
24779,50,2664,2021-09-09 06:00:00,9,1253658
24780,50,2665,2021-09-09 06:00:00,9,532705
24781,50,2665,2021-09-09 06:00:00,9,532705
24782,50,2665,2021-09-09 06:00:00,9,137565
24783,50,2665,2021-09-09 06:00:00,9,137565
24786,50,2669,2021-09-09 06:00:00,9,131665
24787,50,2669,2021-09-09 06:00:00,9,131665
24792,50,2670,2021-09-09 06:00:00,9,235360
24793,50,2670,2021-09-09 06:00:00,9,235360
24796,50,2671,2021-09-09 06:00:00,9,229643
24797,50,2671,2021-09-09 06:00:00,9,229643
24800,50,2672,2021-09-09 06:00:00,9,249999
24801,50,2672,2021-09-09 06:00:00,9,249999
24802,50,5152,2021-09-09 06:00:00,9,579329
24803,50,5152,2021-09-09 06:00:00,9,579329
24804,50,5152,2021-09-09 06:00:00,9,215393
24805,50,5152,2021-09-09 06:00:00,9,215393
24806,50,5152,2021-09-09 06:00:00,9,122284
24807,50,5152,2021-09-09 06:00:00,9,122284
24810,50,5159,2021-09-09 06:00:00,9,300407
24811,50,5159,2021-09-09 06:00:00,9,300407
24812,50,5161,2021-09-09 06:00:00,9,594536
24813,50,5161,2021-09-09 06:00:00,9,594536
24814,50,5161,2021-09-09 06:00:00,9,269270
24815,50,5161,2021-09-09 06:00:00,9,269270
24816,50,5161,2021-09-09 06:00:00,9,136181
24817,50,5161,2021-09-09 06:00:00,9,136181
24818,50,5719,2021-09-09 06:00:00,9,643819
24819,50,5719,2021-09-09 06:00:00,9,643819
24822,50,5720,2021-09-09 06:00:00,9,638026
24823,50,5720,2021-09-09 06:00:00,9,638026
24824,50,5720,2021-09-09 06:00:00,9,252714
24825,50,5720,2021-09-09 06:00:00,9,252714
24826,50,5721,2021-09-09 06:00:00,9,640316
24827,50,5721,2021-09-09 06:00:00,9,640316
24828,50,5721,2021-09-09 06:00:00,9,192359
24829,50,5721,2021-09-09 06:00:00,9,192359
24832,50,5757,2021-09-09 06:00:00,9,249436
24833,50,5757,2021-09-09 06:00:00,9,249436
24834,50,5915,2021-09-09 06:00:00,9,617532
24835,50,5915,2021-09-09 06:00:00,9,617532
24842,50,9651,2021-09-09 06:00:00,9,439833
24848,50,9652,2021-09-09 06:00:00,9,492941
24854,50,9654,2021-09-09 06:00:00,9,530407
24857,50,9655,2021-09-09 06:00:00,9,4891746
24859,50,9655,2021-09-09 06:00:00,9,4351746
24860,50,9655,2021-09-09 06:00:00,9,3871746
24861,50,9655,2021-09-09 06:00:00,9,3391746
24866,50,9656,2021-09-09 06:00:00,9,492692
24872,50,9657,2021-09-09 06:00:00,9,454951
24881,50,9658,2021-09-09 06:00:00,9,522108
24882,50,9658,2021-09-09 06:00:00,9,522108
