,route_id,stop_id,inter,inter_day,delay
59560,50,2608,2021-09-12 18:00:00,12,293465
59562,50,2609,2021-09-12 18:00:00,12,332680
59563,50,2609,2021-09-12 18:00:00,12,1390076
59564,50,2611,2021-09-12 18:00:00,12,345809
59565,50,2611,2021-09-12 18:00:00,12,128983
59566,50,2659,2021-09-12 18:00:00,12,752457
59567,50,2661,2021-09-12 18:00:00,12,743870
59568,50,2662B,2021-09-12 18:00:00,12,741743
59569,50,2663,2021-09-12 18:00:00,12,766080
59570,50,2664,2021-09-12 18:00:00,12,339370
59571,50,2664,2021-09-12 18:00:00,12,147827
59572,50,2665,2021-09-12 18:00:00,12,812983
59573,50,2669,2021-09-12 18:00:00,12,797927
59574,50,2670,2021-09-12 18:00:00,12,301551
59575,50,2670,2021-09-12 18:00:00,12,1034886
59576,50,2671,2021-09-12 18:00:00,12,340052
59577,50,2671,2021-09-12 18:00:00,12,1025932
59578,50,2672,2021-09-12 18:00:00,12,289833
59579,50,2672,2021-09-12 18:00:00,12,1024130
59580,50,5152,2021-09-12 18:00:00,12,854581
59581,50,5159,2021-09-12 18:00:00,12,330956
59582,50,5159,2021-09-12 18:00:00,12,989198
59583,50,5161,2021-09-12 18:00:00,12,900174
59584,50,5719,2021-09-12 18:00:00,12,200840
59586,50,5720,2021-09-12 18:00:00,12,274461
59588,50,5721,2021-09-12 18:00:00,12,328726
59589,50,5721,2021-09-12 18:00:00,12,130132
59590,50,5757,2021-09-12 18:00:00,12,323781
59591,50,5757,2021-09-12 18:00:00,12,1054151
59592,50,5915,2021-09-12 18:00:00,12,149169
59594,50,9651,2021-09-12 18:00:00,12,419541
59595,50,9652,2021-09-12 18:00:00,12,473592
59596,50,9654,2021-09-12 18:00:00,12,535834
59598,50,9656,2021-09-12 18:00:00,12,543890
59599,50,9657,2021-09-12 18:00:00,12,506457
59600,50,9658,2021-09-12 18:00:00,12,562332
59601,50,9658,2021-09-12 18:00:00,12,562332
59604,50,9658,2021-09-12 18:00:00,12,202332
59605,50,9658,2021-09-12 18:00:00,12,202332
59606,50,9659,2021-09-12 18:00:00,12,442858
59607,50,9659,2021-09-12 18:00:00,12,418188
59608,50,9660,2021-09-12 18:00:00,12,518779
59609,50,9677,2021-09-12 18:00:00,12,2445674
59610,50,9677,2021-09-12 18:00:00,12,1245674
59611,50,9678,2021-09-12 18:00:00,12,431397
59612,50,9678,2021-09-12 18:00:00,12,428735
59613,50,9679,2021-09-12 18:00:00,12,419808
59614,50,9679,2021-09-12 18:00:00,12,405071
59615,50,9680,2021-09-12 18:00:00,12,404822
59616,50,9680,2021-09-12 18:00:00,12,425738
59617,50,9682,2021-09-12 18:00:00,12,474666
59618,50,9682,2021-09-12 18:00:00,12,500103
59619,50,9683,2021-09-12 18:00:00,12,543259
59620,50,9683,2021-09-12 18:00:00,12,535186
59621,50,9685,2021-09-12 18:00:00,12,448020
59622,50,9685,2021-09-12 18:00:00,12,465406
59633,15,0722,2021-09-12 18:00:00,12,915040
59639,15,0725,2021-09-12 18:00:00,12,921974
59647,15,1289,2021-09-12 18:00:00,12,1083952
59648,15,1289,2021-09-12 18:00:00,12,183952
59652,15,1926G,2021-09-12 18:00:00,12,283271
59654,15,1926G,2021-09-12 18:00:00,12,123873
59664,15,1984G,2021-09-12 18:00:00,12,254140
59670,15,2165F,2021-09-12 18:00:00,12,329712
59671,15,2165F,2021-09-12 18:00:00,12,265545
59681,15,2848F,2021-09-12 18:00:00,12,776217
59682,15,2848F,2021-09-12 18:00:00,12,776217
59713,15,5024,2021-09-12 18:00:00,12,886099
59715,15,5025,2021-09-12 18:00:00,12,883968
59717,15,5026,2021-09-12 18:00:00,12,878366
59720,15,5058F,2021-09-12 18:00:00,12,125983
59729,15,5074F,2021-09-12 18:00:00,12,164100
59733,15,5076F,2021-09-12 18:00:00,12,149872
59737,15,5077,2021-09-12 18:00:00,12,131362
59751,15,5081F,2021-09-12 18:00:00,12,430158
59752,15,5081F,2021-09-12 18:00:00,12,430158
59753,15,5081F,2021-09-12 18:00:00,12,130158
59755,15,5089,2021-09-12 18:00:00,12,138215
59757,15,5398F,2021-09-12 18:00:00,12,173025
59765,15,5471,2021-09-12 18:00:00,12,177429
59767,15,5472,2021-09-12 18:00:00,12,167592
59769,15,5817F,2021-09-12 18:00:00,12,302846
59770,15,5817F,2021-09-12 18:00:00,12,255307
59777,15,5823,2021-09-12 18:00:00,12,334330
59778,15,5823,2021-09-12 18:00:00,12,187136
59779,15,5823,2021-09-12 18:00:00,12,670727
59780,15,5823,2021-09-12 18:00:00,12,130727
59784,15,5825,2021-09-12 18:00:00,12,310446
59785,15,5825,2021-09-12 18:00:00,12,244990
59787,15,5825,2021-09-12 18:00:00,12,139111
59788,15,5826,2021-09-12 18:00:00,12,364941
59789,15,5826,2021-09-12 18:00:00,12,991706
59790,15,5826,2021-09-12 18:00:00,12,691706
59791,15,5826,2021-09-12 18:00:00,12,151706
59793,15,5853G,2021-09-12 18:00:00,12,504899
59800,15,6253,2021-09-12 18:00:00,12,834339
59815,15,6607,2021-09-12 18:00:00,12,731620
59816,15,6607,2021-09-12 18:00:00,12,731620
59830,15,6657,2021-09-12 18:00:00,12,903952
59832,15,6659F,2021-09-12 18:00:00,12,976541
59835,50,1085,2021-09-12 18:30:00,12,834467
59836,50,2500,2021-09-12 18:30:00,12,1101269
59838,50,2524,2021-09-12 18:30:00,12,793292
59842,50,2539,2021-09-12 18:30:00,12,1385103
59844,50,2544,2021-09-12 18:30:00,12,1393368
59846,50,2546,2021-09-12 18:30:00,12,172482
59852,50,2555,2021-09-12 18:30:00,12,163791
59853,50,2608,2021-09-12 18:30:00,12,154191
59854,50,2609,2021-09-12 18:30:00,12,190076
59855,50,2611,2021-09-12 18:30:00,12,209514
59856,50,2659,2021-09-12 18:30:00,12,606946
59858,50,2661,2021-09-12 18:30:00,12,587074
59860,50,2662B,2021-09-12 18:30:00,12,547898
59862,50,2663,2021-09-12 18:30:00,12,565313
59864,50,2664,2021-09-12 18:30:00,12,183483
59865,50,2665,2021-09-12 18:30:00,12,644498
59867,50,2669,2021-09-12 18:30:00,12,598290
59869,50,2670,2021-09-12 18:30:00,12,755482
59870,50,2671,2021-09-12 18:30:00,12,768921
59871,50,2672,2021-09-12 18:30:00,12,735044
59872,50,5152,2021-09-12 18:30:00,12,690531
59873,50,5152,2021-09-12 18:30:00,12,121944
59874,50,5159,2021-09-12 18:30:00,12,793144
59875,50,5161,2021-09-12 18:30:00,12,748307
59877,50,5720,2021-09-12 18:30:00,12,135162
59878,50,5721,2021-09-12 18:30:00,12,190269
59879,50,5757,2021-09-12 18:30:00,12,787479
59881,50,9651,2021-09-12 18:30:00,12,153969
59882,50,9651,2021-09-12 18:30:00,12,247190
59883,50,9652,2021-09-12 18:30:00,12,187304
59884,50,9652,2021-09-12 18:30:00,12,269167
59885,50,9654,2021-09-12 18:30:00,12,254262
59886,50,9654,2021-09-12 18:30:00,12,296633
59889,50,9656,2021-09-12 18:30:00,12,256193
59890,50,9656,2021-09-12 18:30:00,12,279482
59891,50,9657,2021-09-12 18:30:00,12,216989
59892,50,9657,2021-09-12 18:30:00,12,241430
59893,50,9658,2021-09-12 18:30:00,12,241147
59894,50,9658,2021-09-12 18:30:00,12,241147
59895,50,9658,2021-09-12 18:30:00,12,236791
59896,50,9658,2021-09-12 18:30:00,12,236791
59900,50,9660,2021-09-12 18:30:00,12,223333
59901,50,9660,2021-09-12 18:30:00,12,314582
59907,50,9683,2021-09-12 18:30:00,12,535186
59910,15,0702,2021-09-12 18:30:00,12,147347
59911,15,0702,2021-09-12 18:30:00,12,1097006
59913,15,0703,2021-09-12 18:30:00,12,1076764
59915,15,0704,2021-09-12 18:30:00,12,1090798
59917,15,0705,2021-09-12 18:30:00,12,1070567
59924,15,0724,2021-09-12 18:30:00,12,120023
59926,15,0725,2021-09-12 18:30:00,12,151726
59927,15,0725,2021-09-12 18:30:00,12,132582
59928,15,0726,2021-09-12 18:30:00,12,160194
59929,15,0726,2021-09-12 18:30:00,12,141044
59933,15,1289,2021-09-12 18:30:00,12,796326
59938,15,1961G,2021-09-12 18:30:00,12,152610
59941,15,1962F,2021-09-12 18:30:00,12,168304
59944,15,1964F,2021-09-12 18:30:00,12,143571
59949,15,1985G,2021-09-12 18:30:00,12,145190
59954,15,2166F,2021-09-12 18:30:00,12,165914
59958,15,2401F,2021-09-12 18:30:00,12,161531
59960,15,2848F,2021-09-12 18:30:00,12,847190
59961,15,2848F,2021-09-12 18:30:00,12,847190
59963,15,2851F,2021-09-12 18:30:00,12,315420
59965,15,2851F,2021-09-12 18:30:00,12,196326
59968,15,5006,2021-09-12 18:30:00,12,131313
59970,15,5007F,2021-09-12 18:30:00,12,135097
59982,15,5013F,2021-09-12 18:30:00,12,175233
59985,15,5014,2021-09-12 18:30:00,12,214139
59995,15,5058F,2021-09-12 18:30:00,12,132209
59996,15,5059,2021-09-12 18:30:00,12,143496
60001,15,5071,2021-09-12 18:30:00,12,697147
60002,15,5071,2021-09-12 18:30:00,12,697147
60004,15,5071,2021-09-12 18:30:00,12,855883
60005,15,5071,2021-09-12 18:30:00,12,855883
60007,15,5072,2021-09-12 18:30:00,12,730052
60008,15,5072,2021-09-12 18:30:00,12,730052
60010,15,5072,2021-09-12 18:30:00,12,902884
60011,15,5072,2021-09-12 18:30:00,12,902884
60012,15,5072,2021-09-12 18:30:00,12,122884
60014,15,5074F,2021-09-12 18:30:00,12,722933
60015,15,5074F,2021-09-12 18:30:00,12,722933
60017,15,5074F,2021-09-12 18:30:00,12,863132
60018,15,5074F,2021-09-12 18:30:00,12,863132
60020,15,5076F,2021-09-12 18:30:00,12,741269
60021,15,5076F,2021-09-12 18:30:00,12,741269
60025,15,5077,2021-09-12 18:30:00,12,841531
60026,15,5077,2021-09-12 18:30:00,12,721531
60027,15,5077,2021-09-12 18:30:00,12,721531
60031,15,5078F,2021-09-12 18:30:00,12,792868
60032,15,5078F,2021-09-12 18:30:00,12,672868
60033,15,5078F,2021-09-12 18:30:00,12,672868
60035,15,5078F,2021-09-12 18:30:00,12,809073
60036,15,5078F,2021-09-12 18:30:00,12,809073
60037,15,5079,2021-09-12 18:30:00,12,783514
60038,15,5079,2021-09-12 18:30:00,12,663514
60039,15,5079,2021-09-12 18:30:00,12,663514
60041,15,5079,2021-09-12 18:30:00,12,809656
60042,15,5079,2021-09-12 18:30:00,12,809656
60043,15,5080,2021-09-12 18:30:00,12,779694
60044,15,5080,2021-09-12 18:30:00,12,659694
60045,15,5080,2021-09-12 18:30:00,12,659694
60047,15,5080,2021-09-12 18:30:00,12,803887
60048,15,5080,2021-09-12 18:30:00,12,803887
60056,15,5089,2021-09-12 18:30:00,12,750243
60057,15,5089,2021-09-12 18:30:00,12,750243
60061,15,5398F,2021-09-12 18:30:00,12,802206
60062,15,5398F,2021-09-12 18:30:00,12,1022068
60071,15,5472,2021-09-12 18:30:00,12,815649
60085,15,5853G,2021-09-12 18:30:00,12,143378
60100,15,6601,2021-09-12 18:30:00,12,228807
60101,15,6601,2021-09-12 18:30:00,12,329556
60107,15,6607,2021-09-12 18:30:00,12,846912
60108,15,6607,2021-09-12 18:30:00,12,846912
60111,15,6608G,2021-09-12 18:30:00,12,158030
60115,15,6649F,2021-09-12 18:30:00,12,136694
60116,15,6650G,2021-09-12 18:30:00,12,190177
60117,15,6650G,2021-09-12 18:30:00,12,1097026
60120,15,6651,2021-09-12 18:30:00,12,232575
60121,15,6653F,2021-09-12 18:30:00,12,243100
60122,15,6653F,2021-09-12 18:30:00,12,1116001
60123,15,6653F,2021-09-12 18:30:00,12,216001
60126,15,6654F,2021-09-12 18:30:00,12,234791
60127,15,6657,2021-09-12 18:30:00,12,173848
60128,15,6657,2021-09-12 18:30:00,12,1097523
60129,15,6659F,2021-09-12 18:30:00,12,192105
60130,15,6659F,2021-09-12 18:30:00,12,1126493
60131,50,1015,2021-09-12 19:00:00,12,141770
60132,50,1015,2021-09-12 19:00:00,12,273101
60133,50,1085,2021-09-12 19:00:00,12,176439
60134,50,1085,2021-09-12 19:00:00,12,374848
60135,50,2500,2021-09-12 19:00:00,12,122611
60136,50,2524,2021-09-12 19:00:00,12,178493
60137,50,2524,2021-09-12 19:00:00,12,434343
60139,50,2539,2021-09-12 19:00:00,12,185103
60140,50,2544,2021-09-12 19:00:00,12,193368
60141,50,2546,2021-09-12 19:00:00,12,273810
60142,50,2548,2021-09-12 19:00:00,12,168169
60143,50,2553,2021-09-12 19:00:00,12,226681
60144,50,2555,2021-09-12 19:00:00,12,264197
60145,50,2608,2021-09-12 19:00:00,12,239425
60146,50,2608,2021-09-12 19:00:00,12,440912
60147,50,2609,2021-09-12 19:00:00,12,217043
60148,50,2609,2021-09-12 19:00:00,12,440019
60149,50,2611,2021-09-12 19:00:00,12,185149
60150,50,2611,2021-09-12 19:00:00,12,463713
60151,50,2659,2021-09-12 19:00:00,12,155362
60152,50,2661,2021-09-12 19:00:00,12,147877
60153,50,2662B,2021-09-12 19:00:00,12,131522
60154,50,2663,2021-09-12 19:00:00,12,126526
60155,50,2664,2021-09-12 19:00:00,12,226917
60156,50,2664,2021-09-12 19:00:00,12,454866
60157,50,2665,2021-09-12 19:00:00,12,143056
60158,50,2669,2021-09-12 19:00:00,12,160322
60159,50,2670,2021-09-12 19:00:00,12,158632
60160,50,2670,2021-09-12 19:00:00,12,412636
60161,50,2671,2021-09-12 19:00:00,12,125736
60162,50,2671,2021-09-12 19:00:00,12,525126
60163,50,2672,2021-09-12 19:00:00,12,164887
60164,50,2672,2021-09-12 19:00:00,12,402657
60165,50,5152,2021-09-12 19:00:00,12,190531
60166,50,5159,2021-09-12 19:00:00,12,197523
60167,50,5159,2021-09-12 19:00:00,12,476142
60168,50,5161,2021-09-12 19:00:00,12,155486
60169,50,5161,2021-09-12 19:00:00,12,234200
60170,50,5719,2021-09-12 19:00:00,12,218493
60171,50,5719,2021-09-12 19:00:00,12,350028
60172,50,5720,2021-09-12 19:00:00,12,230753
60173,50,5720,2021-09-12 19:00:00,12,430961
60174,50,5721,2021-09-12 19:00:00,12,244579
60175,50,5721,2021-09-12 19:00:00,12,446270
60176,50,5757,2021-09-12 19:00:00,12,190627
60177,50,5757,2021-09-12 19:00:00,12,455808
60178,50,5915,2021-09-12 19:00:00,12,163132
60179,50,5915,2021-09-12 19:00:00,12,326719
60180,50,9651,2021-09-12 19:00:00,12,222461
60181,50,9652,2021-09-12 19:00:00,12,243209
60182,50,9654,2021-09-12 19:00:00,12,278526
60184,50,9656,2021-09-12 19:00:00,12,186834
60185,50,9657,2021-09-12 19:00:00,12,150364
60186,50,9658,2021-09-12 19:00:00,12,209399
60187,50,9658,2021-09-12 19:00:00,12,209399
60194,50,9660,2021-09-12 19:00:00,12,256061
60200,50,9679,2021-09-12 19:00:00,12,1620949
60207,15,0702,2021-09-12 19:00:00,12,197006
60209,15,0703,2021-09-12 19:00:00,12,176764
60211,15,0704,2021-09-12 19:00:00,12,190798
60213,15,0705,2021-09-12 19:00:00,12,170567
60215,15,0706,2021-09-12 19:00:00,12,195954
60218,15,0722,2021-09-12 19:00:00,12,189665
60222,15,0724,2021-09-12 19:00:00,12,197719
60224,15,0725,2021-09-12 19:00:00,12,232511
60226,15,0726,2021-09-12 19:00:00,12,238343
60229,15,1289,2021-09-12 19:00:00,12,1006061
60231,15,1289,2021-09-12 19:00:00,12,217270
60235,15,1926G,2021-09-12 19:00:00,12,309676
60243,15,1984G,2021-09-12 19:00:00,12,289719
60244,15,1985G,2021-09-12 19:00:00,12,122611
60247,15,2165F,2021-09-12 19:00:00,12,276803
60250,15,2401F,2021-09-12 19:00:00,12,299495
60251,15,2401F,2021-09-12 19:00:00,12,149640
60252,15,2848F,2021-09-12 19:00:00,12,245179
60253,15,2848F,2021-09-12 19:00:00,12,166899
60277,15,5024,2021-09-12 19:00:00,12,286224
60278,15,5025,2021-09-12 19:00:00,12,1158052
60279,15,5025,2021-09-12 19:00:00,12,258052
60281,15,5026,2021-09-12 19:00:00,12,282332
60289,15,5071,2021-09-12 19:00:00,12,252954
60290,15,5071,2021-09-12 19:00:00,12,164792
60291,15,5072,2021-09-12 19:00:00,12,287082
60292,15,5072,2021-09-12 19:00:00,12,187662
60294,15,5074F,2021-09-12 19:00:00,12,250349
60296,15,5076F,2021-09-12 19:00:00,12,244224
60298,15,5077,2021-09-12 19:00:00,12,225200
60300,15,5078F,2021-09-12 19:00:00,12,201939
60302,15,5079,2021-09-12 19:00:00,12,204562
60304,15,5080,2021-09-12 19:00:00,12,219559
60306,15,5081F,2021-09-12 19:00:00,12,234028
60308,15,5089,2021-09-12 19:00:00,12,298681
60309,15,5089,2021-09-12 19:00:00,12,210961
60310,15,5398F,2021-09-12 19:00:00,12,122068
60311,15,5398F,2021-09-12 19:00:00,12,228568
60318,15,5471,2021-09-12 19:00:00,12,128416
60319,15,5471,2021-09-12 19:00:00,12,247803
60320,15,5472,2021-09-12 19:00:00,12,124209
60321,15,5472,2021-09-12 19:00:00,12,202037
60323,15,5817F,2021-09-12 19:00:00,12,259684
60327,15,5823,2021-09-12 19:00:00,12,1194067
60329,15,5824,2021-09-12 19:00:00,12,950273
60331,15,5825,2021-09-12 19:00:00,12,262191
60333,15,5826,2021-09-12 19:00:00,12,310230
60341,15,6253,2021-09-12 19:00:00,12,209526
60343,15,6423F,2021-09-12 19:00:00,12,269399
60346,15,6601,2021-09-12 19:00:00,12,329556
60347,15,6601,2021-09-12 19:00:00,12,134103
60348,15,6601,2021-09-12 19:00:00,12,339427
60349,15,6604F,2021-09-12 19:00:00,12,218841
60350,15,6604F,2021-09-12 19:00:00,12,140200
60351,15,6607,2021-09-12 19:00:00,12,257461
60353,15,6608G,2021-09-12 19:00:00,12,248523
60354,15,6608G,2021-09-12 19:00:00,12,135681
60355,15,6649F,2021-09-12 19:00:00,12,280887
60356,15,6649F,2021-09-12 19:00:00,12,170810
60357,15,6650G,2021-09-12 19:00:00,12,197026
60362,15,6653F,2021-09-12 19:00:00,12,1004614
60365,15,6657,2021-09-12 19:00:00,12,197523
60367,15,6659F,2021-09-12 19:00:00,12,226493
60370,50,1085,2021-09-12 19:30:00,12,332797
60371,50,2500,2021-09-12 19:30:00,12,3264339
60372,50,2500,2021-09-12 19:30:00,12,2064339
60373,50,2524,2021-09-12 19:30:00,12,321006
60385,50,2553,2021-09-12 19:30:00,12,1222876
60391,50,2659,2021-09-12 19:30:00,12,241766
60392,50,2659,2021-09-12 19:30:00,12,703252
60393,50,2661,2021-09-12 19:30:00,12,211433
60394,50,2661,2021-09-12 19:30:00,12,717332
60395,50,2662B,2021-09-12 19:30:00,12,207179
60396,50,2662B,2021-09-12 19:30:00,12,693436
60397,50,2663,2021-09-12 19:30:00,12,216443
60398,50,2663,2021-09-12 19:30:00,12,717414
60399,50,2664,2021-09-12 19:30:00,12,132750
60400,50,2665,2021-09-12 19:30:00,12,233632
60401,50,2665,2021-09-12 19:30:00,12,1328195
60402,50,2669,2021-09-12 19:30:00,12,222778
60403,50,2669,2021-09-12 19:30:00,12,691213
60404,50,2670,2021-09-12 19:30:00,12,278528
60405,50,2671,2021-09-12 19:30:00,12,251788
60406,50,2672,2021-09-12 19:30:00,12,269268
60407,50,5152,2021-09-12 19:30:00,12,278890
60408,50,5152,2021-09-12 19:30:00,12,769302
60409,50,5159,2021-09-12 19:30:00,12,319367
60410,50,5161,2021-09-12 19:30:00,12,291430
60413,50,5721,2021-09-12 19:30:00,12,122825
60414,50,5757,2021-09-12 19:30:00,12,289575
60416,50,9651,2021-09-12 19:30:00,12,554580
60417,50,9651,2021-09-12 19:30:00,12,147792
60418,50,9652,2021-09-12 19:30:00,12,577324
60419,50,9652,2021-09-12 19:30:00,12,169256
60420,50,9654,2021-09-12 19:30:00,12,646122
60421,50,9654,2021-09-12 19:30:00,12,220339
60424,50,9656,2021-09-12 19:30:00,12,628460
60425,50,9656,2021-09-12 19:30:00,12,239372
60426,50,9657,2021-09-12 19:30:00,12,585182
60427,50,9657,2021-09-12 19:30:00,12,220554
60430,50,9658,2021-09-12 19:30:00,12,260784
60431,50,9658,2021-09-12 19:30:00,12,260784
60432,50,9658,2021-09-12 19:30:00,12,284646
60433,50,9658,2021-09-12 19:30:00,12,284646
60434,50,9659,2021-09-12 19:30:00,12,417506
60435,50,9660,2021-09-12 19:30:00,12,622532
60436,50,9660,2021-09-12 19:30:00,12,216104
60437,50,9677,2021-09-12 19:30:00,12,426327
60438,50,9678,2021-09-12 19:30:00,12,445253
60439,50,9679,2021-09-12 19:30:00,12,420949
60440,50,9680,2021-09-12 19:30:00,12,472693
60442,50,9682,2021-09-12 19:30:00,12,548931
60444,50,9683,2021-09-12 19:30:00,12,464429
60445,50,9685,2021-09-12 19:30:00,12,520030
60446,15,0702,2021-09-12 19:30:00,12,924632
60448,15,0703,2021-09-12 19:30:00,12,916803
60450,15,0704,2021-09-12 19:30:00,12,909308
60452,15,0705,2021-09-12 19:30:00,12,911116
60454,15,0706,2021-09-12 19:30:00,12,910931
60456,15,0722,2021-09-12 19:30:00,12,953268
60460,15,0724,2021-09-12 19:30:00,12,961797
60466,15,1110,2021-09-12 19:30:00,12,318150
60468,15,1289,2021-09-12 19:30:00,12,217270
60469,15,1289,2021-09-12 19:30:00,12,190437
60470,15,1289,2021-09-12 19:30:00,12,296529
60489,15,2401F,2021-09-12 19:30:00,12,299372
60491,15,2848F,2021-09-12 19:30:00,12,238839
60492,15,2848F,2021-09-12 19:30:00,12,771473
60494,15,2851F,2021-09-12 19:30:00,12,127954
60496,15,2869,2021-09-12 19:30:00,12,162478
60497,15,5006,2021-09-12 19:30:00,12,129152
60498,15,5006,2021-09-12 19:30:00,12,172323
60499,15,5007F,2021-09-12 19:30:00,12,132779
60505,15,5010,2021-09-12 19:30:00,12,148622
60507,15,5011F,2021-09-12 19:30:00,12,122416
60509,15,5013F,2021-09-12 19:30:00,12,137481
60523,15,5059,2021-09-12 19:30:00,12,121925
60526,15,5071,2021-09-12 19:30:00,12,307437
60527,15,5071,2021-09-12 19:30:00,12,974643
60528,15,5072,2021-09-12 19:30:00,12,319646
60529,15,5072,2021-09-12 19:30:00,12,1008038
60530,15,5074F,2021-09-12 19:30:00,12,222435
60531,15,5074F,2021-09-12 19:30:00,12,364528
60532,15,5076F,2021-09-12 19:30:00,12,247990
60533,15,5076F,2021-09-12 19:30:00,12,357481
60534,15,5077,2021-09-12 19:30:00,12,210856
60535,15,5077,2021-09-12 19:30:00,12,327036
60536,15,5078F,2021-09-12 19:30:00,12,178877
60537,15,5078F,2021-09-12 19:30:00,12,283958
60538,15,5079,2021-09-12 19:30:00,12,151106
60539,15,5079,2021-09-12 19:30:00,12,283104
60540,15,5080,2021-09-12 19:30:00,12,144213
60541,15,5080,2021-09-12 19:30:00,12,276184
60542,15,5081F,2021-09-12 19:30:00,12,176886
60543,15,5081F,2021-09-12 19:30:00,12,310931
60544,15,5089,2021-09-12 19:30:00,12,376240
60545,15,5089,2021-09-12 19:30:00,12,832084
60546,15,5398F,2021-09-12 19:30:00,12,181066
60547,15,5398F,2021-09-12 19:30:00,12,307930
60554,15,5471,2021-09-12 19:30:00,12,213909
60555,15,5471,2021-09-12 19:30:00,12,350030
60556,15,5472,2021-09-12 19:30:00,12,207207
60557,15,5472,2021-09-12 19:30:00,12,313962
60562,15,5823,2021-09-12 19:30:00,12,294067
60574,15,6209,2021-09-12 19:30:00,12,965520
60577,15,6253,2021-09-12 19:30:00,12,915085
60584,15,6604F,2021-09-12 19:30:00,12,278196
60585,15,6604F,2021-09-12 19:30:00,12,747523
60586,15,6607,2021-09-12 19:30:00,12,249890
60587,15,6607,2021-09-12 19:30:00,12,759744
60588,15,6608G,2021-09-12 19:30:00,12,311021
60590,15,6649F,2021-09-12 19:30:00,12,300946
60595,15,6651,2021-09-12 19:30:00,12,151104
60597,15,6653F,2021-09-12 19:30:00,12,145784
60598,15,6654F,2021-09-12 19:30:00,12,155559
60599,15,6654F,2021-09-12 19:30:00,12,160478
60606,50,1085,2021-09-12 20:00:00,12,792824
60607,50,1085,2021-09-12 20:00:00,12,288757
60608,50,2500,2021-09-12 20:00:00,12,864339
60609,50,2524,2021-09-12 20:00:00,12,784414
60610,50,2524,2021-09-12 20:00:00,12,287018
60615,50,2548,2021-09-12 20:00:00,12,1142634
60620,50,2609,2021-09-12 20:00:00,12,1280227
60624,50,2659,2021-09-12 20:00:00,12,196261
60625,50,2661,2021-09-12 20:00:00,12,169777
60627,50,2663,2021-09-12 20:00:00,12,146113
60630,50,2665,2021-09-12 20:00:00,12,128195
60632,50,2670,2021-09-12 20:00:00,12,826251
60633,50,2670,2021-09-12 20:00:00,12,262754
60634,50,2671,2021-09-12 20:00:00,12,822999
60635,50,2671,2021-09-12 20:00:00,12,342067
60636,50,2672,2021-09-12 20:00:00,12,798119
60637,50,2672,2021-09-12 20:00:00,12,237031
60638,50,5152,2021-09-12 20:00:00,12,170792
60639,50,5159,2021-09-12 20:00:00,12,817802
60640,50,5159,2021-09-12 20:00:00,12,292896
60641,50,5161,2021-09-12 20:00:00,12,756022
60642,50,5161,2021-09-12 20:00:00,12,159387
60647,50,5721,2021-09-12 20:00:00,12,135029
60649,50,5757,2021-09-12 20:00:00,12,802577
60650,50,5757,2021-09-12 20:00:00,12,275257
60653,50,9651,2021-09-12 20:00:00,12,130716
60654,50,9652,2021-09-12 20:00:00,12,143516
60655,50,9654,2021-09-12 20:00:00,12,172261
60657,50,9656,2021-09-12 20:00:00,12,176959
60658,50,9657,2021-09-12 20:00:00,12,152038
60659,50,9658,2021-09-12 20:00:00,12,162119
60660,50,9658,2021-09-12 20:00:00,12,162119
60667,50,9660,2021-09-12 20:00:00,12,144236
60676,50,9682,2021-09-12 20:00:00,12,1192050
60678,50,9685,2021-09-12 20:00:00,12,1165611
60680,15,0702,2021-09-12 20:00:00,12,1229692
60681,15,0702,2021-09-12 20:00:00,12,329692
60682,15,0703,2021-09-12 20:00:00,12,150391
60683,15,0703,2021-09-12 20:00:00,12,329762
60684,15,0704,2021-09-12 20:00:00,12,156869
60685,15,0704,2021-09-12 20:00:00,12,344390
60686,15,0705,2021-09-12 20:00:00,12,156054
60687,15,0705,2021-09-12 20:00:00,12,343025
60688,15,0706,2021-09-12 20:00:00,12,149799
60689,15,0706,2021-09-12 20:00:00,12,346119
60690,15,0722,2021-09-12 20:00:00,12,129880
60694,15,0724,2021-09-12 20:00:00,12,847694
60696,15,0725,2021-09-12 20:00:00,12,137226
60698,15,0726,2021-09-12 20:00:00,12,174054
60703,15,1289,2021-09-12 20:00:00,12,960605
60709,15,1926G,2021-09-12 20:00:00,12,170604
60714,15,1964F,2021-09-12 20:00:00,12,915678
60719,15,1985G,2021-09-12 20:00:00,12,917727
60722,15,2165F,2021-09-12 20:00:00,12,1017795
60727,15,2401F,2021-09-12 20:00:00,12,240119
60730,15,2848F,2021-09-12 20:00:00,12,301842
60731,15,2851F,2021-09-12 20:00:00,12,362261
60733,15,2869,2021-09-12 20:00:00,12,137335
60734,15,2869,2021-09-12 20:00:00,12,124204
60735,15,5006,2021-09-12 20:00:00,12,145848
60737,15,5007F,2021-09-12 20:00:00,12,186683
60738,15,5007F,2021-09-12 20:00:00,12,136108
60739,15,5008F,2021-09-12 20:00:00,12,183789
60741,15,5009F,2021-09-12 20:00:00,12,182075
60743,15,5010,2021-09-12 20:00:00,12,991018
60745,15,5011F,2021-09-12 20:00:00,12,182744
60747,15,5013F,2021-09-12 20:00:00,12,325428
60749,15,5014,2021-09-12 20:00:00,12,295869
60751,15,5015,2021-09-12 20:00:00,12,929891
60754,15,5024,2021-09-12 20:00:00,12,167368
60765,15,5071,2021-09-12 20:00:00,12,254643
